Bin_ID,Sample,Day,Treatment
16_bin.16,P205,9,AB
16_bin.18,P205,9,AB
16_bin.20,P205,9,AB
16_bin.21,P205,9,AB
16_bin.25,P205,9,AB
16_bin.31,P205,9,AB
16_bin.33,P205,9,AB
16_bin.34,P205,9,AB
16_bin.35,P205,9,AB
16_bin.39,P205,9,AB
16_bin.41,P205,9,AB
16_bin.44,P205,9,AB
16_bin.49,P205,9,AB
16_bin.5,P205,9,AB
16_bin.56,P205,9,AB
16_bin.57,P205,9,AB
16_bin.58,P205,9,AB
16_bin.8,P205,9,AB
17_bin.10,P210,9,AF
17_bin.11,P210,9,AF
17_bin.12,P210,9,AF
17_bin.15,P210,9,AF
17_bin.19,P210,9,AF
17_bin.20,P210,9,AF
17_bin.21,P210,9,AF
17_bin.22,P210,9,AF
17_bin.24,P210,9,AF
17_bin.6,P210,9,AF
17_bin.9,P210,9,AF
18_bin.1,P215,9,AB+AF
18_bin.14,P215,9,AB+AF
18_bin.19,P215,9,AB+AF
18_bin.21,P215,9,AB+AF
18_bin.24,P215,9,AB+AF
18_bin.26,P215,9,AB+AF
18_bin.27,P215,9,AB+AF
18_bin.31,P215,9,AB+AF
18_bin.38,P215,9,AB+AF
18_bin.4,P215,9,AB+AF
18_bin.7,P215,9,AB+AF
18_bin.8,P215,9,AB+AF
19_bin.11,P225,9,PC
19_bin.12,P225,9,PC
19_bin.13,P225,9,PC
19_bin.14,P225,9,PC
19_bin.15,P225,9,PC
19_bin.19,P225,9,PC
