,D530E11,D510E1,D205A2,D630G3,D630G2,D230B2,D305B6,D530E12,D330C4,D630G1,D405C7,D205A1,D730H6,D510E2,D310B8,D210A4,D725H1,D625F10,D405C9,D815A3,D310B7,D405C8,D530E10,D705G4,D225A11,D325C2,D305B4,D325C1,D225A10,D815A1,D205A3,D815A2,D325C3,D415D2,D305B5,D415D3,D825A4,D725H3,D415D1,D715G11,D515E4,D315B10,D715G10,D525E8,D615F7,D525E7,D710G8,D825A6,D505D12,D615F8,D715G12,D725H2,D510E3,D625F11,D805H7,D525E9,D705G6,D610F6,D705G5,D710G9,D625F12,D515E6,D410C11,D215A8,D710G7,D805H9,D810H11,D605F1,D605F2,D215A9,D315B12,D805H8,D425D6,D215A7,D810H10,D410C10,D515E5,D505D11,D230B3,D830A8,D230B1,D730H4,D330C5,D605F3,D430D7,D330C6,D425D4,D830A7,D730H5,D830A9,D210A6,D430D9,D210A5,D810H12,D505D10
D310B7,0.824738903,0.367152822,0.527567452,0.811829704,0.813561167,0.819504778,0.359034103,0.819489079,0.821660217,0.812920009,0.350922077,0.539757485,0.824563307,0.388850871,0.166904724,0.522967824,0.442108633,0.432375093,0.336529753,0.468116869,0,0.363573444,0.825085556,0.426288496,0.490853336,0.405124397,0.365879487,0.349209717,0.495116059,0.482870346,0.52358541,0.463855102,0.341884872,0.278129826,0.349453322,0.27569522,0.483792244,0.434151014,0.250039925,0.433404255,0.316443695,0.217927112,0.457464223,0.42619148,0.355648094,0.433439153,0.472908995,0.495734101,0.372213418,0.389014839,0.461910961,0.44340978,0.349698445,0.449607915,0.442616056,0.43085981,0.426851359,0.302192261,0.420916071,0.462638941,0.430702497,0.3647343,0.292148477,0.487688806,0.457433895,0.437552921,0.481367937,0.380563798,0.397420991,0.436847104,0.286486486,0.458214474,0.34971525,0.418400126,0.476470277,0.323716632,0.350838574,0.376108062,0.820758289,0.830103843,0.818369006,0.84498315,0.825545171,0.409600338,0.828559167,0.829780396,0.356572335,0.839359146,0.833872937,0.841469157,0.496708967,0.834898563,0.479676494,0.502884666,0.40389943
D405C8,0.829955512,0.456766416,0.534693438,0.824336888,0.822957305,0.827402818,0.287646336,0.825871741,0.826967529,0.82500684,0.183535109,0.554086994,0.83107849,0.474495218,0.363665492,0.685987499,0.295663884,0.302992986,0.131762934,0.375423866,0.363573444,0,0.832053532,0.287751723,0.52767252,0.372924922,0.320968518,0.348396423,0.533527697,0.351420912,0.534582366,0.331689008,0.331799454,0.2849156,0.306733167,0.284809447,0.407347901,0.289858187,0.271173689,0.315362724,0.353394651,0.401839349,0.336993603,0.269011761,0.316909652,0.290071036,0.315669304,0.429628064,0.270516717,0.391607301,0.322051713,0.309840997,0.436795728,0.311092223,0.370515814,0.287427715,0.285107298,0.361376058,0.283194355,0.315472995,0.291611043,0.316160492,0.428419145,0.622448447,0.310388918,0.355414285,0.351083129,0.329660337,0.333368898,0.589071737,0.368426684,0.353276809,0.260658966,0.593876249,0.364539917,0.45707921,0.344865894,0.304500666,0.829619921,0.837989733,0.826020352,0.844904231,0.832004772,0.351726346,0.834714324,0.837019413,0.263669372,0.843756739,0.839262752,0.844845796,0.664824067,0.843317972,0.657467874,0.378392819,0.303471563
D530E10,0.193405484,0.869482393,0.736417074,0.20853107,0.222328191,0.333221383,0.801560028,0.188005391,0.219150371,0.219931847,0.821646258,0.713053574,0.216909914,0.889190068,0.826939843,0.852602889,0.834533561,0.886248156,0.834687157,0.78489426,0.825085556,0.832053532,0,0.833542268,0.911561292,0.903278689,0.822197982,0.903294542,0.918987616,0.821952287,0.728770596,0.786058218,0.897461097,0.788457318,0.809018568,0.803571429,0.82380588,0.83927201,0.814522321,0.828922133,0.817195552,0.803221782,0.833025128,0.875549764,0.807383279,0.871818628,0.823284035,0.845747548,0.840470102,0.810468261,0.817626246,0.834228703,0.882404229,0.887804878,0.823497564,0.876188395,0.845216532,0.831364829,0.841387586,0.842756958,0.890263172,0.799816147,0.841853383,0.821947713,0.841052403,0.832869992,0.803789199,0.847606572,0.864242556,0.822746291,0.806976363,0.845911094,0.865203932,0.812561015,0.816030534,0.852290137,0.807113174,0.843269388,0.327572751,0.247587006,0.32663092,0.290412955,0.259755355,0.867138579,0.26106904,0.25746454,0.875994334,0.284802465,0.259704757,0.317530439,0.848481562,0.327315458,0.820027936,0.821393523,0.846824543
D705G4,0.830040389,0.467712862,0.590947999,0.816521739,0.816315387,0.820638553,0.402082669,0.824889326,0.829587093,0.82033714,0.311764706,0.59829888,0.831047246,0.469976234,0.446632344,0.690241053,0.190792291,0.281183482,0.285477578,0.311543811,0.426288496,0.287751723,0.833542268,0,0.549862084,0.436691681,0.430195495,0.413260962,0.561011591,0.275672795,0.58767976,0.264375167,0.422888747,0.366992574,0.403649404,0.380848226,0.289828073,0.192461695,0.334615179,0.224463657,0.363665187,0.427031597,0.244821192,0.334602772,0.35480459,0.36044166,0.236858771,0.285301686,0.295314819,0.459216375,0.237319124,0.185307779,0.442993631,0.295738951,0.276016668,0.342238306,0.137481291,0.382755499,0.115231366,0.204311403,0.292325655,0.327468128,0.472585686,0.630409964,0.200953137,0.24169056,0.287903696,0.32036151,0.323329799,0.595701884,0.383772863,0.224719101,0.354248228,0.576478047,0.297360455,0.499227521,0.345988011,0.341238751,0.825256417,0.838453276,0.819605285,0.85013089,0.831105842,0.334995226,0.838213132,0.840068788,0.340869288,0.848148744,0.841738112,0.841583119,0.661154842,0.843110718,0.658587656,0.287770166,0.311552782
D225A11,0.910131966,0.592859413,0.53902074,0.905516942,0.903873432,0.90430049,0.475952861,0.907606618,0.907436752,0.905465609,0.556208592,0.546041308,0.910593866,0.606458762,0.464920189,0.680530504,0.551561831,0.54540621,0.520854473,0.562159273,0.490853336,0.52767252,0.911561292,0.549862084,0,0.312735974,0.503715499,0.387388345,0.112655296,0.578936159,0.525734506,0.565518343,0.407226355,0.517108845,0.482453367,0.52998241,0.548795405,0.548941164,0.491221517,0.55337528,0.519746568,0.482420019,0.565401514,0.507557341,0.52348745,0.516283017,0.583948534,0.552337478,0.523617878,0.547670695,0.58557336,0.5585427,0.591323717,0.522553416,0.536969697,0.496783113,0.539628285,0.595168414,0.54095228,0.568054593,0.509385937,0.500684283,0.566294395,0.625531474,0.569652399,0.524562334,0.580988714,0.561457559,0.56537402,0.58726465,0.480875478,0.553272612,0.489375198,0.559098348,0.529530379,0.597200782,0.532625827,0.516767164,0.906956569,0.910281176,0.90526373,0.913687881,0.909648934,0.571595125,0.910948591,0.909579038,0.470703643,0.914021093,0.913594041,0.915456023,0.645605701,0.912102772,0.614728804,0.601209742,0.519832329
D325C2,0.900191518,0.532819559,0.563421829,0.898654171,0.896972683,0.898727263,0.405379494,0.901150685,0.900866323,0.899144088,0.432370128,0.56662529,0.904065484,0.548284625,0.373736299,0.698940757,0.444855901,0.439317151,0.364698317,0.502440071,0.405124397,0.372924922,0.903278689,0.436691681,0.312735974,0,0.423443575,0.228167511,0.319917604,0.517790362,0.550379257,0.488941126,0.23036733,0.426888056,0.408194555,0.420044925,0.464994664,0.448833226,0.375562219,0.418971698,0.467500132,0.449123365,0.43275972,0.372501193,0.456367299,0.387792028,0.456536691,0.471994104,0.434355241,0.489818125,0.457478006,0.460929137,0.537593785,0.412449714,0.475782572,0.363529663,0.414715181,0.515750133,0.425330209,0.447844228,0.370683692,0.442513863,0.52023367,0.638141809,0.461513961,0.456539096,0.498564593,0.484304216,0.488119917,0.594056779,0.437130217,0.482067903,0.331317953,0.572351695,0.439037376,0.535904187,0.466870487,0.448707743,0.899347116,0.905777203,0.897416331,0.908360217,0.901993625,0.509650662,0.90363136,0.903668983,0.302404767,0.907069188,0.906149904,0.910124184,0.665183773,0.905343352,0.639168766,0.526618399,0.444958469
D305B4,0.819224468,0.503766578,0.507815846,0.806613008,0.808108403,0.792389052,0.178203083,0.814492754,0.81240081,0.808575471,0.257063356,0.526610644,0.823529412,0.513290704,0.394232301,0.690574859,0.390614956,0.373056443,0.284056266,0.497484209,0.365879487,0.320968518,0.822197982,0.430195495,0.503715499,0.423443575,0,0.365175719,0.50432307,0.462272703,0.513960481,0.442542527,0.373350362,0.351082598,0.175936675,0.361127422,0.508388815,0.40007479,0.349794239,0.441525152,0.416983926,0.394522576,0.465408472,0.366994813,0.368471186,0.382662276,0.481516688,0.522883716,0.308230802,0.432502328,0.456797867,0.408194882,0.483960059,0.384582871,0.443394733,0.370147505,0.443410355,0.433413269,0.440221147,0.466816167,0.384599044,0.406852926,0.431751922,0.609616783,0.450113919,0.425140793,0.506818785,0.309075434,0.333828523,0.587923729,0.380400085,0.457042851,0.334250926,0.589003436,0.503108891,0.457590436,0.424181837,0.322491789,0.795818626,0.825128977,0.793047168,0.841955905,0.809318378,0.347521495,0.817212408,0.817380082,0.365726727,0.831322717,0.831725902,0.826461474,0.677750172,0.820407313,0.670839663,0.495934959,0.345332424
D325C1,0.899441952,0.509405888,0.590948091,0.896927435,0.896442255,0.897433097,0.385770583,0.899852079,0.898799408,0.897307315,0.365244425,0.602201597,0.902007857,0.523370917,0.360217056,0.704949441,0.427452243,0.392255174,0.329332976,0.490938338,0.349209717,0.348396423,0.903294542,0.413260962,0.387388345,0.228167511,0.365175719,0,0.368821293,0.490305005,0.580464716,0.477698841,0.133688699,0.417768971,0.374775346,0.429121437,0.463266286,0.422272168,0.356817817,0.415641382,0.430508475,0.341807012,0.434443205,0.377054395,0.42199841,0.392678514,0.464240372,0.466919312,0.38759031,0.474665838,0.45431698,0.434687216,0.489572249,0.388727177,0.436320381,0.38006081,0.408058294,0.490311216,0.400287555,0.44718404,0.36418768,0.415566586,0.473265014,0.640902944,0.44419086,0.437040979,0.490246106,0.390173718,0.371598639,0.597198642,0.326902579,0.45240119,0.268639304,0.569983583,0.459781741,0.498193455,0.396753452,0.37546429,0.898275581,0.904177433,0.895362145,0.907500547,0.900496975,0.374269006,0.903107467,0.901422107,0.26432257,0.906654493,0.905737924,0.908770453,0.672967964,0.905253822,0.653916785,0.508277,0.378817346
D225A10,0.917361638,0.600126276,0.553939265,0.913826575,0.914075198,0.912963564,0.473057049,0.915405889,0.914482609,0.913995899,0.559223095,0.560576923,0.917584792,0.615912784,0.470845404,0.69764991,0.565023374,0.542458809,0.52548666,0.569805712,0.495116059,0.533527697,0.918987616,0.561011591,0.112655296,0.319917604,0.50432307,0.368821293,0,0.587603787,0.544408946,0.57808451,0.396559004,0.535549547,0.482256883,0.546085023,0.557022873,0.557721854,0.491705094,0.562652261,0.523075309,0.474462507,0.571375992,0.513910761,0.520705401,0.523759351,0.591766185,0.561369677,0.520934147,0.542534633,0.59516773,0.569907285,0.588600927,0.527327988,0.534418678,0.504832321,0.552408233,0.599386925,0.551747772,0.578925073,0.518487306,0.503398515,0.566479155,0.639229422,0.580850281,0.536094425,0.591074154,0.557349372,0.550936645,0.60149191,0.473195441,0.564590785,0.484196157,0.5732788,0.538396669,0.595644617,0.532616637,0.497215509,0.915459588,0.919420166,0.912391433,0.921645022,0.915935829,0.556269081,0.917218543,0.917875427,0.464475694,0.922156644,0.920520002,0.923313363,0.662454779,0.920123999,0.630487868,0.611277997,0.502420236
D815A1,0.824776725,0.46229578,0.58584394,0.803153473,0.800690676,0.808893508,0.449202709,0.811697575,0.820028549,0.801626726,0.371410167,0.587462848,0.81924485,0.480491942,0.492594566,0.663486649,0.24423666,0.363922867,0.370104088,0.214627074,0.482870346,0.351420912,0.821952287,0.275672795,0.578936159,0.517790362,0.462272703,0.490305005,0.587603787,0,0.587503367,0.193965978,0.511023328,0.379169795,0.452861151,0.375816643,0.303269929,0.251339764,0.379583959,0.262120319,0.359465337,0.456801909,0.252393108,0.375630475,0.30534027,0.375925827,0.273613392,0.312776724,0.365856254,0.397146563,0.257969799,0.256162915,0.459747456,0.378418486,0.295002118,0.35982906,0.287975533,0.391425211,0.28690273,0.239850027,0.380533802,0.326529533,0.460384984,0.610396375,0.2451366,0.257901189,0.254125413,0.390362346,0.397306935,0.594601775,0.419757699,0.262435495,0.424034836,0.580929147,0.294274443,0.481056495,0.356731936,0.363728147,0.814120723,0.829424767,0.807553761,0.846591842,0.822667027,0.406804025,0.828407802,0.831472191,0.424888131,0.838747849,0.832905709,0.830347734,0.648849295,0.833333333,0.638398487,0.252558635,0.365827982
D205A3,0.72861715,0.641946201,0.131516331,0.708461538,0.710720989,0.712239727,0.451831167,0.712880588,0.718993641,0.705662452,0.561081081,0.139638659,0.731454986,0.659460902,0.505391342,0.623161962,0.596428571,0.652216007,0.540223675,0.539634476,0.52358541,0.534582366,0.728770596,0.58767976,0.525734506,0.550379257,0.513960481,0.580464716,0.544408946,0.587503367,0,0.547212497,0.576435175,0.50305125,0.484489926,0.516311674,0.57163609,0.607036857,0.516385035,0.584744848,0.546357616,0.502509879,0.585113788,0.606650273,0.54930782,0.606717459,0.5884361,0.596985618,0.564388258,0.5611616,0.604814443,0.608871621,0.649463519,0.646726079,0.611812996,0.600021516,0.581694402,0.593260483,0.592439457,0.609190443,0.630833602,0.522734533,0.584408631,0.568956476,0.606636339,0.577117098,0.578174412,0.59516389,0.612433012,0.543441044,0.507738607,0.614956075,0.6008983,0.525818337,0.559933437,0.604433344,0.549792752,0.54906367,0.715696494,0.739847991,0.709558621,0.760035289,0.726084114,0.622922698,0.736235038,0.736418948,0.601458993,0.754211125,0.746810916,0.755450639,0.599337925,0.748566619,0.574564884,0.613654662,0.560973025
D815A2,0.787628075,0.483795434,0.539981741,0.768236129,0.765827989,0.772138052,0.414964535,0.779545704,0.786977051,0.767236203,0.363250845,0.546609025,0.79257964,0.504346904,0.475013319,0.656451527,0.245741308,0.386357566,0.34123833,0.178972239,0.463855102,0.331689008,0.786058218,0.264375167,0.565518343,0.488941126,0.442542527,0.477698841,0.57808451,0.193965978,0.547212497,0,0.498532002,0.3408774,0.425228945,0.35343258,0.268754007,0.265487674,0.341089427,0.241334976,0.353100302,0.442376028,0.237289938,0.376161402,0.313621404,0.392231044,0.256979393,0.289900907,0.380752248,0.393618677,0.245490772,0.255734191,0.483296926,0.381280475,0.285260483,0.374786325,0.275205237,0.406714423,0.27741041,0.263631494,0.368493953,0.306964201,0.465383388,0.599562477,0.256404805,0.256089112,0.235920366,0.399647793,0.414231731,0.591838903,0.405240967,0.279459488,0.418618236,0.572761986,0.251839215,0.491600765,0.346809521,0.3874276,0.77522336,0.796646719,0.770767383,0.826115521,0.787395185,0.425650854,0.792857529,0.794141447,0.406669508,0.808950086,0.802223648,0.794520548,0.63941033,0.797910136,0.621584699,0.272814499,0.393199284
D325C3,0.894587206,0.522039299,0.58681672,0.890679443,0.89016519,0.89226067,0.390526876,0.892909937,0.893387388,0.891600392,0.346689522,0.596742882,0.896183206,0.536581495,0.35743527,0.705350495,0.45002145,0.411940299,0.320875944,0.501232451,0.341884872,0.331799454,0.897461097,0.422888747,0.407226355,0.23036733,0.373350362,0.133688699,0.396559004,0.511023328,0.576435175,0.498532002,0,0.409579877,0.3780243,0.418372255,0.477472674,0.440825713,0.364078968,0.43408532,0.437222105,0.327617233,0.453802473,0.384656141,0.42586216,0.396575561,0.477585113,0.480195676,0.3950945,0.484001243,0.471299252,0.458045885,0.500531689,0.409213519,0.448407038,0.388666773,0.416041979,0.493624967,0.410462455,0.463039179,0.387772461,0.423746702,0.478588485,0.643414076,0.459820718,0.447718328,0.502045153,0.394504207,0.377947737,0.594273595,0.318172135,0.468252283,0.261791203,0.572056099,0.47555461,0.503249768,0.418834931,0.38827023,0.89247078,0.898429094,0.890746691,0.900895979,0.894407255,0.386675167,0.89691611,0.896748493,0.259901122,0.901454565,0.899823972,0.903990746,0.67201143,0.899994786,0.652037124,0.523910846,0.394967694
D415D2,0.784760754,0.363495705,0.497873257,0.77441059,0.771805441,0.773402797,0.313586056,0.780503906,0.784542552,0.7749439,0.320058124,0.509020968,0.792691612,0.398384354,0.287041983,0.583328881,0.348634233,0.387779146,0.28337816,0.364952894,0.278129826,0.2849156,0.788457318,0.366992574,0.517108845,0.426888056,0.351082598,0.417768971,0.535549547,0.379169795,0.50305125,0.3408774,0.409579877,0,0.330255267,0.151938151,0.426612385,0.371373308,0.17114599,0.353885816,0.266365328,0.29015792,0.376199616,0.349869591,0.281000532,0.350072119,0.388177811,0.440604523,0.340871513,0.311489052,0.379835997,0.370621105,0.38208429,0.38512221,0.391932059,0.345865467,0.372316962,0.300782506,0.374893071,0.389109655,0.361747583,0.290674866,0.3393752,0.515012271,0.384631781,0.373336896,0.390650016,0.372211225,0.395122992,0.481915517,0.320883942,0.401034722,0.332907416,0.475223309,0.397541422,0.371159127,0.263664744,0.360396356,0.774415556,0.796875845,0.773448616,0.822253939,0.785973857,0.410515079,0.79210227,0.792417113,0.338282418,0.806514236,0.803322615,0.802133953,0.5682084,0.799182904,0.551306363,0.413852074,0.366437995
D305B5,0.806699913,0.491362966,0.479753428,0.794343085,0.794685466,0.793398268,0.162550137,0.802203767,0.804573353,0.797904515,0.276426219,0.495348091,0.811655314,0.503908504,0.37533611,0.677004219,0.379240668,0.352468548,0.272736926,0.47194474,0.349453322,0.306733167,0.809018568,0.403649404,0.482453367,0.408194555,0.175936675,0.374775346,0.482256883,0.452861151,0.484489926,0.425228945,0.3780243,0.330255267,0,0.33527635,0.481837889,0.382934719,0.3129609,0.408821035,0.392230971,0.378228008,0.434240303,0.355611602,0.337115839,0.366905716,0.455174583,0.494809328,0.278193114,0.4086894,0.42373761,0.394071167,0.469471686,0.368895883,0.420696882,0.357297669,0.414569396,0.408453685,0.413056098,0.43774845,0.35364825,0.37429349,0.408619692,0.593627552,0.422229236,0.403481013,0.475214666,0.303654415,0.323501527,0.572720581,0.365691349,0.438033063,0.337082195,0.565737679,0.47507254,0.439725747,0.397722524,0.298169962,0.795935967,0.814893844,0.792537394,0.829920919,0.806016486,0.339515279,0.810435154,0.811252269,0.337761611,0.825216882,0.819307062,0.822391406,0.660456573,0.815379842,0.647407561,0.475022419,0.312737692
D415D3,0.800230377,0.334718449,0.510456427,0.789174723,0.78796027,0.787658107,0.321766056,0.796111172,0.799824118,0.790371059,0.316352303,0.520584258,0.807450358,0.371471025,0.289706667,0.561009444,0.36134273,0.387198546,0.280696101,0.371929259,0.27569522,0.284809447,0.803571429,0.380848226,0.52998241,0.420044925,0.361127422,0.429121437,0.546085023,0.375816643,0.516311674,0.35343258,0.418372255,0.151938151,0.33527635,0,0.440842961,0.377575107,0.183018463,0.357537405,0.238039611,0.285372976,0.379684838,0.338400213,0.273780423,0.33866752,0.398737869,0.453672436,0.338339458,0.302414957,0.382846945,0.382081545,0.356659022,0.385505093,0.403858385,0.327486631,0.386367299,0.293909879,0.389814222,0.394209115,0.361527385,0.284527023,0.323964655,0.497992596,0.396828775,0.378861442,0.398806352,0.361931727,0.387820342,0.468113398,0.334188171,0.412472706,0.331136037,0.467615205,0.403885153,0.350649351,0.260844297,0.352518751,0.791775742,0.810675158,0.789312643,0.829213483,0.801462226,0.404679422,0.805722321,0.806988173,0.332231229,0.818544045,0.815924658,0.814767932,0.546342499,0.813389121,0.537134441,0.413127001,0.359468859
D825A4,0.817982816,0.531281561,0.567558869,0.811454417,0.807610183,0.818191751,0.47626911,0.817075844,0.82342619,0.812223979,0.443139778,0.577157662,0.826665939,0.533940485,0.463601533,0.683577322,0.273898341,0.444059115,0.40664523,0.280021453,0.483792244,0.407347901,0.82380588,0.289828073,0.548795405,0.464994664,0.508388815,0.463266286,0.557022873,0.303269929,0.57163609,0.268754007,0.477472674,0.426612385,0.481837889,0.440842961,0,0.299539664,0.406019064,0.259778479,0.426543046,0.467923929,0.255603952,0.427586573,0.393743372,0.420724892,0.28027938,0.167947773,0.452680801,0.478053583,0.307112182,0.301359597,0.520621574,0.431127581,0.265256478,0.408707715,0.246583418,0.465399402,0.276446149,0.293708538,0.415420635,0.38942587,0.520607606,0.639352791,0.305266511,0.233856801,0.303700553,0.471243537,0.474988039,0.607068938,0.437603284,0.274244115,0.450167082,0.57823922,0.27657082,0.533378078,0.417048869,0.454381402,0.820763957,0.829303753,0.821194941,0.853010335,0.823742368,0.487264026,0.827100534,0.828115739,0.435138874,0.837971419,0.833635878,0.828965372,0.658580508,0.835820896,0.629579091,0.347247364,0.458254469
D725H3,0.835428446,0.464839793,0.606499166,0.822137196,0.818990609,0.827826182,0.385051023,0.82937555,0.836083608,0.822914958,0.300242001,0.612906719,0.834236602,0.465321296,0.452604611,0.691067329,0.120861373,0.259057099,0.295205332,0.298617462,0.434151014,0.289858187,0.83927201,0.192461695,0.548941164,0.448833226,0.40007479,0.422272168,0.557721854,0.251339764,0.607036857,0.265487674,0.440825713,0.371373308,0.382934719,0.377575107,0.299539664,0,0.347083468,0.260559223,0.358733195,0.445831784,0.270751199,0.318972395,0.329717081,0.327923984,0.249907127,0.306262541,0.304908597,0.424042409,0.264523584,0.110812842,0.439871898,0.275671658,0.265089636,0.313282672,0.205396979,0.363431877,0.196922748,0.207984546,0.271494903,0.332415108,0.455145962,0.633394208,0.211608094,0.239574991,0.285516212,0.31301791,0.317621967,0.609623676,0.405442977,0.215690455,0.353194659,0.589629157,0.316171758,0.485942112,0.36361233,0.33659835,0.833096823,0.843478261,0.826771654,0.846415446,0.838274348,0.322523868,0.843247632,0.845754742,0.345180916,0.850414915,0.845025169,0.845877758,0.678920527,0.846540354,0.673649858,0.273843853,0.317970892
D415D1,0.813059476,0.351965438,0.506324345,0.802920107,0.801988902,0.804287046,0.312095783,0.807963044,0.811798371,0.802921705,0.317802765,0.520229648,0.81685744,0.377855701,0.257368646,0.583889749,0.335272257,0.354997591,0.265433427,0.369355794,0.250039925,0.271173689,0.814522321,0.334615179,0.491221517,0.375562219,0.349794239,0.356817817,0.491705094,0.379583959,0.516385035,0.341089427,0.364078968,0.17114599,0.3129609,0.183018463,0.406019064,0.347083468,0,0.326281879,0.248843762,0.259341944,0.346871336,0.319214601,0.254522239,0.32058745,0.379984072,0.416059165,0.309304186,0.291114231,0.360798739,0.35782576,0.340417579,0.351322639,0.366974424,0.321661848,0.340360312,0.285469353,0.339497595,0.36622289,0.329489028,0.267263766,0.317842677,0.521428199,0.36181547,0.355269483,0.380068289,0.345349521,0.360004267,0.472176367,0.273495587,0.385763796,0.303209325,0.467524184,0.369950844,0.353535354,0.26389844,0.321297332,0.80594081,0.822661696,0.803938731,0.8407507,0.814780676,0.383490742,0.820544756,0.823087321,0.284249867,0.830619946,0.825029465,0.829232231,0.557079082,0.829196775,0.543443918,0.398760551,0.322430893
D715G11,0.82715101,0.472287359,0.583414005,0.816632062,0.814668423,0.817484663,0.409741508,0.821748448,0.82449002,0.817406517,0.357703473,0.595627232,0.83068841,0.483569571,0.438296964,0.685952178,0.247981918,0.333689954,0.321906399,0.283286728,0.433404255,0.315362724,0.828922133,0.224463657,0.55337528,0.418971698,0.441525152,0.415641382,0.562652261,0.262120319,0.584744848,0.241334976,0.43408532,0.353885816,0.408821035,0.357537405,0.259778479,0.260559223,0.326281879,0,0.359715287,0.442319949,0.132449273,0.322735006,0.324437829,0.341302028,0.208169761,0.269675376,0.358977091,0.421862012,0.149173011,0.260881232,0.463771209,0.326256568,0.303006203,0.322955117,0.200537346,0.395899138,0.216128171,0.20345438,0.30783184,0.31529337,0.475477927,0.620070937,0.206046734,0.253949616,0.239511701,0.397926464,0.405926873,0.582632755,0.402030999,0.280127864,0.352478196,0.57268044,0.242325557,0.496066253,0.343234672,0.380374628,0.821485078,0.837490552,0.816015305,0.855247286,0.829125582,0.414800597,0.832810302,0.835224203,0.341371032,0.846054403,0.840372571,0.83886456,0.650257554,0.840318108,0.638621415,0.269204078,0.372199673
D515E4,0.814557306,0.286543536,0.540042599,0.803331891,0.801651994,0.804468062,0.391644632,0.810606473,0.813313014,0.804957246,0.358846072,0.551650236,0.820368364,0.334279556,0.334777326,0.567487581,0.367114237,0.3875,0.353088259,0.366840592,0.316443695,0.353394651,0.817195552,0.363665187,0.519746568,0.467500132,0.416983926,0.430508475,0.523075309,0.359465337,0.546357616,0.353100302,0.437222105,0.266365328,0.392230971,0.238039611,0.426543046,0.358733195,0.248843762,0.359715287,0,0.268118229,0.37193482,0.331473097,0.239985261,0.329388143,0.407333473,0.421253463,0.307554336,0.293300401,0.37829546,0.367341517,0.298076923,0.386661061,0.361789258,0.315641718,0.385401149,0.280148423,0.373169055,0.374475543,0.38108822,0.207236497,0.320854205,0.514722595,0.377747325,0.362540958,0.371338084,0.349243306,0.366793329,0.482613277,0.306837426,0.379932475,0.354713007,0.462003681,0.386900671,0.351379063,0.189155239,0.29423543,0.803186605,0.825208467,0.801958768,0.844984802,0.813559322,0.376517791,0.817870152,0.818249893,0.341925942,0.834355501,0.829331637,0.823292753,0.550402272,0.824135966,0.53196811,0.373962683,0.311896435
D315B10,0.803389094,0.355529759,0.501863486,0.792536506,0.790806346,0.796248102,0.390122673,0.797139283,0.803102041,0.792099567,0.382118148,0.508839601,0.806521504,0.385019711,0.253816491,0.541851617,0.446457112,0.452176676,0.378796745,0.44697615,0.217927112,0.401839349,0.803221782,0.427031597,0.482420019,0.449123365,0.394522576,0.341807012,0.474462507,0.456801909,0.502509879,0.442376028,0.327617233,0.29015792,0.378228008,0.285372976,0.467923929,0.445831784,0.259341944,0.442319949,0.268118229,0,0.45193778,0.4461992,0.340807411,0.455726965,0.48502994,0.476192965,0.378942926,0.368491459,0.471013362,0.451570055,0.338932911,0.462504598,0.419392094,0.451829882,0.431641664,0.317538559,0.422090625,0.467155223,0.451405029,0.324035235,0.288870143,0.478822314,0.464347826,0.426442613,0.481078799,0.339365079,0.346385224,0.420819724,0.18001905,0.447410064,0.374262848,0.398222643,0.462762302,0.33032602,0.308875864,0.35089568,0.798023438,0.812292892,0.796028783,0.832519266,0.80628553,0.352407095,0.808569898,0.811530645,0.377594676,0.822641711,0.817478404,0.820176584,0.510174036,0.819283975,0.482728078,0.492415834,0.384414635
D715G10,0.829965688,0.491667108,0.584005125,0.820055318,0.81790443,0.823846028,0.433009915,0.826025305,0.828749181,0.820500298,0.377127915,0.593983347,0.832274184,0.499525667,0.456567797,0.690351296,0.257118436,0.357548723,0.344463409,0.27080553,0.457464223,0.336993603,0.833025128,0.244821192,0.565401514,0.43275972,0.465408472,0.434443205,0.571375992,0.252393108,0.585113788,0.237289938,0.453802473,0.376199616,0.434240303,0.379684838,0.255603952,0.270751199,0.346871336,0.132449273,0.37193482,0.45193778,0,0.352335709,0.327422419,0.369391323,0.206825723,0.269363798,0.37853705,0.425947898,0.1851736,0.277250932,0.47889189,0.347349563,0.319928414,0.348274031,0.220888676,0.406143707,0.238150779,0.218104366,0.333509878,0.319909574,0.491541552,0.626391838,0.223102938,0.26360409,0.234123624,0.413762003,0.416900365,0.594210554,0.409879556,0.281218596,0.382820337,0.581672467,0.240831037,0.509790821,0.358870756,0.384225263,0.828874689,0.83954124,0.825195313,0.858721088,0.831782737,0.430476896,0.833610828,0.836220304,0.367333969,0.845578013,0.842066107,0.839078051,0.659953606,0.840727273,0.635356807,0.263698993,0.375758844
