,D530E11,D510E1,D205A2,D630G3,D630G2,D230B2,D305B6,D530E12,D330C4,D630G1,D405C7,D205A1,D730H6,D510E2,D310B8,D210A4,D725H1,D625F10,D405C9,D815A3,D310B7,D405C8,D530E10,D705G4,D225A11,D325C2,D305B4,D325C1,D225A10,D815A1,D205A3,D815A2,D325C3,D415D2,D305B5,D415D3,D825A4,D725H3,D415D1,D715G11,D515E4,D315B10,D715G10,D525E8,D615F7,D525E7,D710G8,D825A6,D505D12,D615F8,D715G12,D725H2,D510E3,D625F11,D805H7,D525E9,D705G6,D610F6,D705G5,D710G9,D625F12,D515E6,D410C11,D215A8,D710G7,D805H9,D810H11,D605F1,D605F2,D215A9,D315B12,D805H8,D425D6,D215A7,D810H10,D410C10,D515E5,D505D11,D230B3,D830A8,D230B1,D730H4,D330C5,D605F3,D430D7,D330C6,D425D4,D830A7,D730H5,D830A9,D210A6,D430D9,D210A5,D810H12,D505D10
D525E8,0.87277077,0.415381365,0.604946168,0.866594478,0.86629678,0.866478506,0.355917849,0.869657538,0.868809589,0.867497291,0.277677144,0.622975437,0.875826917,0.453722705,0.441066046,0.712124418,0.330773333,0.255752306,0.274402258,0.388723087,0.42619148,0.269011761,0.875549764,0.334602772,0.507557341,0.372501193,0.366994813,0.377054395,0.513910761,0.375630475,0.606650273,0.376161402,0.384656141,0.349869591,0.355611602,0.338400213,0.427586573,0.318972395,0.319214601,0.322735006,0.331473097,0.4461992,0.352335709,0,0.298698562,0.142902475,0.371753076,0.418510961,0.281444714,0.370725175,0.331806589,0.340566991,0.423162348,0.242253669,0.362131484,0.141084778,0.330386623,0.392157903,0.331180861,0.334857264,0.234137056,0.313667856,0.432100069,0.647259566,0.342970193,0.347968684,0.361969673,0.35720339,0.369043846,0.626621664,0.423879648,0.366458971,0.260067468,0.619834711,0.381977882,0.455665025,0.339794635,0.302637131,0.869924853,0.877260567,0.865677301,0.881995002,0.871469988,0.373811034,0.875495979,0.873862298,0.249405171,0.883948113,0.882646294,0.880968569,0.699457866,0.87749598,0.687268555,0.36024549,0.306546842
D615F7,0.8066866,0.361288619,0.53839595,0.787798408,0.788219938,0.793889401,0.339401958,0.799129015,0.803573374,0.789308346,0.318595856,0.553220012,0.811873136,0.410458754,0.367769906,0.63167081,0.338879113,0.350543334,0.296241082,0.319869985,0.355648094,0.316909652,0.807383279,0.35480459,0.52348745,0.456367299,0.368471186,0.42199841,0.520705401,0.30534027,0.54930782,0.313621404,0.42586216,0.281000532,0.337115839,0.273780423,0.393743372,0.329717081,0.254522239,0.324437829,0.239985261,0.340807411,0.327422419,0.298698562,0,0.277669081,0.372272751,0.396107972,0.282931207,0.238271796,0.332951707,0.349712827,0.370908899,0.363349463,0.338692728,0.277671756,0.366593898,0.306737401,0.362828112,0.343361327,0.353211737,0.202519024,0.356728232,0.574833273,0.344023631,0.327550643,0.320232435,0.333050892,0.348861776,0.547904034,0.308193422,0.359167943,0.341765481,0.529473684,0.348534547,0.381971166,0.254727358,0.276907662,0.796648649,0.815545926,0.793458248,0.841056005,0.804498363,0.36239235,0.810754302,0.811252074,0.326178896,0.825362938,0.821451305,0.815206024,0.614777392,0.815909562,0.595327493,0.323635209,0.28743078
D525E7,0.868587645,0.411365564,0.600299561,0.863927834,0.862633763,0.863477882,0.369847004,0.866550085,0.865696943,0.864506307,0.30531494,0.621487781,0.871339937,0.457569837,0.444355994,0.707262688,0.343539236,0.279344472,0.294425739,0.387141635,0.433439153,0.290071036,0.871818628,0.36044166,0.516283017,0.387792028,0.382662276,0.392678514,0.523759351,0.375925827,0.606717459,0.392231044,0.396575561,0.350072119,0.366905716,0.33866752,0.420724892,0.327923984,0.32058745,0.341302028,0.329388143,0.455726965,0.369391323,0.142902475,0.277669081,0,0.392506596,0.422840641,0.274721781,0.345875543,0.358683729,0.354614851,0.429678378,0.26498073,0.375243922,0.121907093,0.358631748,0.390595878,0.35436919,0.35602625,0.259605179,0.317635904,0.426346734,0.649439601,0.368878064,0.358674878,0.362108277,0.370295556,0.38076556,0.628030062,0.436469963,0.388553259,0.269255184,0.619736912,0.381657905,0.455406797,0.33785489,0.289328816,0.865538011,0.873268177,0.86213645,0.882211801,0.867119302,0.379401782,0.871488537,0.872111768,0.251684797,0.878489151,0.877003354,0.878444339,0.694258095,0.874876386,0.681863387,0.358466522,0.300928111
D710G8,0.821850928,0.519763887,0.589023612,0.810609334,0.806794747,0.81587783,0.441322489,0.817263295,0.821492635,0.812885094,0.372102913,0.598137842,0.824821467,0.523809524,0.477760777,0.690805447,0.241272882,0.360347017,0.324584241,0.284058279,0.472908995,0.315669304,0.823284035,0.236858771,0.583948534,0.456536691,0.481516688,0.464240372,0.591766185,0.273613392,0.5884361,0.256979393,0.477585113,0.388177811,0.455174583,0.398737869,0.28027938,0.249907127,0.379984072,0.208169761,0.407333473,0.48502994,0.206825723,0.371753076,0.372272751,0.392506596,0,0.308170191,0.385563751,0.445986227,0.231368476,0.259353606,0.508442381,0.365177681,0.332389492,0.373221182,0.211370882,0.422626926,0.239714814,0.168726463,0.345045901,0.364826647,0.508346938,0.631101022,0.207769648,0.28850417,0.24518952,0.414226826,0.420198187,0.612607872,0.450422833,0.284826133,0.400336594,0.606912128,0.274589515,0.524628776,0.397386304,0.408693822,0.821349587,0.827461029,0.820697109,0.849414571,0.823441183,0.432352631,0.827305799,0.828525641,0.39224479,0.834780293,0.833042189,0.829776131,0.664513418,0.833255706,0.648503773,0.277622341,0.396590376
D825A6,0.842840952,0.512821857,0.590348696,0.832321169,0.82679121,0.840094822,0.49981607,0.841655858,0.845338525,0.833306447,0.461575078,0.598679657,0.845201572,0.511754258,0.494120118,0.693293419,0.290199608,0.4266014,0.430534997,0.301306809,0.495734101,0.429628064,0.845747548,0.285301686,0.552337478,0.471994104,0.522883716,0.466919312,0.561369677,0.312776724,0.596985618,0.289900907,0.480195676,0.440604523,0.494809328,0.453672436,0.167947773,0.306262541,0.416059165,0.269675376,0.421253463,0.476192965,0.269363798,0.418510961,0.396107972,0.422840641,0.308170191,0,0.448178244,0.485603232,0.31379845,0.303094308,0.504593899,0.418155228,0.255243661,0.401200126,0.258895057,0.469026549,0.276195481,0.300401098,0.405218122,0.386627755,0.521169566,0.651999795,0.305363503,0.221049315,0.307910197,0.465741179,0.469030262,0.621969737,0.451696029,0.251166448,0.431158093,0.588481238,0.289766758,0.536101911,0.410039012,0.444938996,0.843297199,0.848302969,0.840967742,0.868090385,0.843415232,0.482293689,0.847767073,0.848631411,0.413228346,0.857339693,0.852628252,0.850555613,0.669314381,0.851066021,0.639357846,0.345204328,0.440651587
D505D12,0.839598997,0.415475812,0.563341166,0.828450521,0.827864385,0.830088111,0.297443513,0.832833215,0.833597205,0.828357399,0.222293402,0.577063629,0.838296023,0.451046555,0.416203041,0.692780664,0.326528431,0.255631109,0.235473027,0.412688241,0.372213418,0.270516717,0.840470102,0.295314819,0.523617878,0.434355241,0.308230802,0.38759031,0.520934147,0.365856254,0.564388258,0.380752248,0.3950945,0.340871513,0.278193114,0.338339458,0.452680801,0.304908597,0.309304186,0.358977091,0.307554336,0.378942926,0.37853705,0.281444714,0.282931207,0.274721781,0.385563751,0.448178244,0,0.382598823,0.359061278,0.320151362,0.398050021,0.303779453,0.365594229,0.272804548,0.324439701,0.346908395,0.304163352,0.325840303,0.315460422,0.298727254,0.389497065,0.634649259,0.321033991,0.36891763,0.383027159,0.237342108,0.245183146,0.605685902,0.347239915,0.358730159,0.289320799,0.593122,0.403212979,0.433007712,0.312545932,0.163619068,0.832927027,0.846021874,0.82816825,0.855509582,0.836668819,0.253838822,0.842574683,0.843991416,0.299178808,0.853436748,0.848280262,0.849185139,0.681029482,0.847321104,0.671910112,0.3574723,0.173551123
D615F8,0.809791844,0.395932273,0.560879075,0.802961396,0.799936252,0.811810857,0.406579764,0.809007285,0.81452514,0.804656085,0.413742842,0.56701247,0.818239593,0.447261507,0.38018707,0.615591398,0.432100052,0.443166511,0.394453405,0.368464903,0.389014839,0.391607301,0.810468261,0.459216375,0.547670695,0.489818125,0.432502328,0.474665838,0.542534633,0.397146563,0.5611616,0.393618677,0.484001243,0.311489052,0.4086894,0.302414957,0.478053583,0.424042409,0.291114231,0.421862012,0.293300401,0.368491459,0.425947898,0.370725175,0.238271796,0.345875543,0.445986227,0.485603232,0.382598823,0,0.436320155,0.442440622,0.410439276,0.442542033,0.423801942,0.351225325,0.457799979,0.356768808,0.458749289,0.440964106,0.427656056,0.305253437,0.388559344,0.566835187,0.446042795,0.428866832,0.403934528,0.443581781,0.461641714,0.545201526,0.406253235,0.461863969,0.413043478,0.535833719,0.428719169,0.417101566,0.337668988,0.374123711,0.811691398,0.823732358,0.812939745,0.847182426,0.813804678,0.470047511,0.822001048,0.822261743,0.392135586,0.830595108,0.826429571,0.824242114,0.595040897,0.824958166,0.565594249,0.419678403,0.393533888
D715G12,0.820280208,0.487714539,0.604821306,0.802106163,0.802158853,0.807941697,0.426943384,0.80971834,0.814974182,0.804032733,0.355395381,0.614044379,0.819048129,0.49412743,0.47211197,0.697612455,0.253805235,0.339127703,0.331089609,0.294247671,0.461910961,0.322051713,0.817626246,0.237319124,0.58557336,0.457478006,0.456797867,0.45431698,0.59516773,0.257969799,0.604814443,0.245490772,0.471299252,0.379835997,0.42373761,0.382846945,0.307112182,0.264523584,0.360798739,0.149173011,0.37829546,0.471013362,0.1851736,0.331806589,0.332951707,0.358683729,0.231368476,0.31379845,0.359061278,0.436320155,0,0.270301502,0.478247245,0.332017043,0.31796948,0.334694732,0.238495924,0.407985747,0.239937271,0.214615708,0.319860045,0.336513039,0.491242702,0.630484753,0.204460192,0.279243509,0.24911292,0.399382748,0.401575625,0.611021407,0.430081088,0.282503259,0.380186371,0.598939378,0.275606187,0.503371356,0.361034929,0.379173829,0.815202306,0.827442278,0.808128342,0.846698493,0.818268568,0.416314389,0.822841108,0.823420566,0.369086162,0.836373221,0.828984596,0.828288046,0.677375754,0.827031458,0.663678516,0.270143171,0.367464905
D725H2,0.83389142,0.462280749,0.608005595,0.819732167,0.817013565,0.823771166,0.398514719,0.827616535,0.834323432,0.820946131,0.311858026,0.612690163,0.833470192,0.466595858,0.464026473,0.68903839,0.116016151,0.272435383,0.309395829,0.305826026,0.44340978,0.309840997,0.834228703,0.185307779,0.5585427,0.460929137,0.408194882,0.434687216,0.569907285,0.256162915,0.608871621,0.255734191,0.458045885,0.370621105,0.394071167,0.382081545,0.301359597,0.110812842,0.35782576,0.260881232,0.367341517,0.451570055,0.277250932,0.340566991,0.349712827,0.354614851,0.259353606,0.303094308,0.320151362,0.442440622,0.270301502,0,0.447985055,0.286290751,0.273257664,0.334903136,0.206149546,0.381748072,0.196388503,0.205945482,0.283983562,0.34767177,0.460899212,0.632976781,0.216080937,0.241176785,0.294475256,0.306923283,0.317728606,0.605365412,0.406726194,0.212279486,0.370218652,0.58399745,0.324503311,0.492569772,0.362554856,0.348203354,0.828512171,0.841101809,0.822506562,0.847841589,0.836323235,0.31943037,0.841840325,0.844565746,0.361404632,0.84815174,0.844275463,0.843766494,0.678601785,0.845284204,0.672281293,0.286446652,0.332524784
D510E3,0.880279384,0.113643592,0.644094994,0.872636383,0.872802708,0.875476631,0.478593435,0.877602317,0.879052983,0.873980646,0.430496151,0.660602799,0.879952111,0.115476002,0.360148581,0.382630853,0.44615714,0.422323899,0.435579544,0.497807252,0.349698445,0.436795728,0.882404229,0.442993631,0.591323717,0.537593785,0.483960059,0.489572249,0.588600927,0.459747456,0.649463519,0.483296926,0.500531689,0.38208429,0.469471686,0.356659022,0.520621574,0.439871898,0.340417579,0.463771209,0.298076923,0.338932911,0.47889189,0.423162348,0.370908899,0.429678378,0.508442381,0.504593899,0.398050021,0.410439276,0.478247245,0.447985055,0,0.433880589,0.435110478,0.419739292,0.4648354,0.240402534,0.449407765,0.453507602,0.432028017,0.374591804,0.188814152,0.360278095,0.461485521,0.44781824,0.485817295,0.412777719,0.421967769,0.321549534,0.399425898,0.44573972,0.429070136,0.30674555,0.490256465,0.191535372,0.348018084,0.395575315,0.877814552,0.88520189,0.874109909,0.892911668,0.883405172,0.428677484,0.8849548,0.887384483,0.419005677,0.892109069,0.887877336,0.888638153,0.379179211,0.889357273,0.374784111,0.464082825,0.398731191
D625F11,0.887109905,0.457105194,0.645437616,0.878181916,0.878264647,0.879286991,0.369405548,0.883695652,0.886338917,0.880603472,0.319789395,0.659724825,0.886982409,0.475785272,0.476034628,0.733431906,0.285737103,0.163588251,0.318307463,0.421609831,0.449607915,0.311092223,0.887804878,0.295738951,0.522553416,0.412449714,0.384582871,0.388727177,0.527327988,0.378418486,0.646726079,0.381280475,0.409213519,0.38512221,0.368895883,0.385505093,0.431127581,0.275671658,0.351322639,0.326256568,0.386661061,0.462504598,0.347349563,0.242253669,0.363349463,0.26498073,0.365177681,0.418155228,0.303779453,0.442542033,0.332017043,0.286290751,0.433880589,0,0.334067779,0.242828411,0.313912073,0.399788136,0.298214097,0.32243685,0.136236474,0.362431229,0.462381454,0.667888298,0.328312618,0.330094524,0.382805907,0.284619045,0.286399831,0.642011056,0.42033737,0.320858152,0.304814522,0.630267998,0.393407986,0.491317043,0.383295853,0.330279577,0.883216406,0.889761256,0.878892734,0.893052769,0.885953159,0.295036134,0.891023925,0.889476778,0.290404307,0.894703187,0.891325071,0.889944659,0.725725095,0.890959925,0.718108924,0.374669906,0.307531817
D805H7,0.821631879,0.469054517,0.607440872,0.807158668,0.80333026,0.822373762,0.418632885,0.820955483,0.827900913,0.807810728,0.383520162,0.617412696,0.828710462,0.478119425,0.461084159,0.69098486,0.263096314,0.342955326,0.37117672,0.289047138,0.442616056,0.370515814,0.823497564,0.276016668,0.536969697,0.475782572,0.443394733,0.436320381,0.534418678,0.295002118,0.611812996,0.285260483,0.448407038,0.391932059,0.420696882,0.403858385,0.265256478,0.265089636,0.366974424,0.303006203,0.361789258,0.419392094,0.319928414,0.362131484,0.338692728,0.375243922,0.332389492,0.255243661,0.365594229,0.423801942,0.31796948,0.273257664,0.435110478,0.334067779,0,0.353389024,0.290319155,0.393650794,0.273725325,0.302056828,0.3349855,0.338497775,0.446526316,0.636363636,0.303661616,0.183942607,0.318967334,0.37189035,0.377442975,0.610623192,0.390734774,0.189089569,0.372194481,0.588031496,0.32914732,0.473107825,0.360952928,0.367590596,0.825983827,0.831403724,0.822531864,0.855571808,0.828149259,0.392527797,0.823557718,0.830441514,0.361383528,0.842542319,0.835255529,0.831334098,0.670270838,0.839660701,0.65536253,0.340614118,0.365152147
D525E9,0.874158779,0.398203752,0.593822063,0.869245437,0.868739395,0.868479983,0.360600735,0.872342757,0.872258772,0.870809485,0.303564728,0.613404565,0.87613903,0.440021175,0.443924239,0.704933738,0.326428763,0.265375793,0.285790827,0.369295941,0.43085981,0.287427715,0.876188395,0.342238306,0.496783113,0.363529663,0.370147505,0.38006081,0.504832321,0.35982906,0.600021516,0.374786325,0.388666773,0.345865467,0.357297669,0.327486631,0.408707715,0.313282672,0.321661848,0.322955117,0.315641718,0.451829882,0.348274031,0.141084778,0.277671756,0.121907093,0.373221182,0.401200126,0.272804548,0.351225325,0.334694732,0.334903136,0.419739292,0.242828411,0.353389024,0,0.342549429,0.386931454,0.337416125,0.337719298,0.236899505,0.305592227,0.42502124,0.644109233,0.34522293,0.344084305,0.344142037,0.357847056,0.364336965,0.620841513,0.431114427,0.368007225,0.263403511,0.612329202,0.367227428,0.449130233,0.324830022,0.28161316,0.870634316,0.880269179,0.866579464,0.889235143,0.873912809,0.371683768,0.877852711,0.876744061,0.246409192,0.883983242,0.881285364,0.883300011,0.687248464,0.880621935,0.677300871,0.34355371,0.292367536
D705G6,0.840167088,0.479555888,0.581878905,0.832421191,0.830309029,0.834741578,0.410506045,0.83961693,0.840281985,0.834957836,0.320590136,0.594644406,0.844990134,0.488807359,0.433441992,0.697530204,0.197930142,0.304007715,0.282169959,0.313476247,0.426851359,0.285107298,0.845216532,0.137481291,0.539628285,0.414715181,0.443410355,0.408058294,0.552408233,0.287975533,0.581694402,0.275205237,0.416041979,0.372316962,0.414569396,0.386367299,0.246583418,0.205396979,0.340360312,0.200537346,0.385401149,0.431641664,0.220888676,0.330386623,0.366593898,0.358631748,0.211370882,0.258895057,0.324439701,0.457799979,0.238495924,0.206149546,0.4648354,0.313912073,0.290319155,0.342549429,0,0.402219958,0.117732014,0.201418364,0.297958747,0.347300308,0.489999467,0.634938878,0.21202751,0.244413557,0.287735597,0.348677872,0.354473628,0.590492432,0.393040685,0.235752401,0.360178971,0.571360179,0.278006524,0.511871436,0.364002118,0.359449952,0.839226187,0.848907636,0.836298932,0.861269772,0.842413718,0.369326071,0.847279428,0.845887446,0.34683409,0.85605611,0.852662056,0.851503461,0.660018084,0.852224493,0.646376812,0.305031278,0.338260915
D610F6,0.829929365,0.26160719,0.58804272,0.816476746,0.813640099,0.821809237,0.408090391,0.824542165,0.833095578,0.818013202,0.357545196,0.599179133,0.832905586,0.288408561,0.289745501,0.486977364,0.374040062,0.373939038,0.357319035,0.426562919,0.302192261,0.361376058,0.831364829,0.382755499,0.595168414,0.515750133,0.433413269,0.490311216,0.599386925,0.391425211,0.593260483,0.406714423,0.493624967,0.300782506,0.408453685,0.293909879,0.465399402,0.363431877,0.285469353,0.395899138,0.280148423,0.317538559,0.406143707,0.392157903,0.306737401,0.390595878,0.422626926,0.469026549,0.346908395,0.356768808,0.407985747,0.381748072,0.240402534,0.399788136,0.393650794,0.386931454,0.402219958,0,0.387124281,0.392570389,0.392748762,0.339533901,0.228610904,0.456769559,0.38659301,0.389933422,0.399616981,0.358860861,0.368756981,0.416025062,0.36519281,0.386251263,0.402642891,0.414034344,0.426744806,0.257916215,0.321799673,0.357123891,0.824368467,0.837616508,0.821861023,0.857525852,0.832513381,0.371215749,0.835861994,0.840207019,0.396827087,0.848312191,0.841880342,0.840775063,0.477265501,0.843567251,0.465133375,0.404325591,0.36296686
D705G5,0.839313999,0.47381824,0.593447187,0.829227171,0.827878258,0.833923995,0.410388644,0.834171954,0.837894046,0.829569571,0.311928078,0.60502074,0.840187374,0.48123877,0.438177183,0.700972318,0.193871538,0.290058044,0.282199401,0.31631069,0.420916071,0.283194355,0.841387586,0.115231366,0.54095228,0.425330209,0.440221147,0.400287555,0.551747772,0.28690273,0.592439457,0.27741041,0.410462455,0.374893071,0.413056098,0.389814222,0.276446149,0.196922748,0.339497595,0.216128171,0.373169055,0.422090625,0.238150779,0.331180861,0.362828112,0.35436919,0.239714814,0.276195481,0.304163352,0.458749289,0.239937271,0.196388503,0.449407765,0.298214097,0.273725325,0.337416125,0.117732014,0.387124281,0,0.207496796,0.289712677,0.335125731,0.481446141,0.640442437,0.204111912,0.244673503,0.289535131,0.334361866,0.334429883,0.597330367,0.377387603,0.228957836,0.354862618,0.583271651,0.290922619,0.508683329,0.352170481,0.342480267,0.837949386,0.847154297,0.834711643,0.857992687,0.841341746,0.344833077,0.844670652,0.844689433,0.339670738,0.853726542,0.848129596,0.849038765,0.663248044,0.849984373,0.654374018,0.298012541,0.318849706
D710G9,0.84276074,0.469494325,0.612087971,0.82769735,0.825347165,0.834821184,0.443477332,0.837050874,0.841781198,0.830992074,0.338564902,0.619609328,0.840783498,0.474840764,0.484903446,0.690378355,0.210115685,0.303310692,0.316321049,0.295983655,0.462638941,0.315472995,0.842756958,0.204311403,0.568054593,0.447844228,0.466816167,0.44718404,0.578925073,0.239850027,0.609190443,0.263631494,0.463039179,0.389109655,0.43774845,0.394209115,0.293708538,0.207984546,0.36622289,0.20345438,0.374475543,0.467155223,0.218104366,0.334857264,0.343361327,0.35602625,0.168726463,0.300401098,0.325840303,0.440964106,0.214615708,0.205945482,0.453507602,0.32243685,0.302056828,0.337719298,0.201418364,0.392570389,0.207496796,0,0.302181682,0.339651612,0.473432009,0.642764016,0.152953699,0.26943807,0.239953097,0.359978627,0.354969358,0.616960153,0.427136215,0.240504981,0.370234487,0.595581988,0.264652503,0.503389743,0.366379538,0.364086193,0.840933886,0.84831309,0.835391846,0.856806096,0.844320459,0.367023829,0.847768461,0.850483444,0.360998507,0.854480827,0.850139156,0.849651825,0.676436232,0.852270349,0.666561448,0.233027327,0.34373353
D625F12,0.887058053,0.451876192,0.632046208,0.880582419,0.878930131,0.881917211,0.360208201,0.885920341,0.888251052,0.881387258,0.314444563,0.646109138,0.887691805,0.468137902,0.455404043,0.716666667,0.282243391,0.17480583,0.296393267,0.411229947,0.430702497,0.291611043,0.890263172,0.292325655,0.509385937,0.370683692,0.384599044,0.36418768,0.518487306,0.380533802,0.630833602,0.368493953,0.387772461,0.361747583,0.35364825,0.361527385,0.415420635,0.271494903,0.329489028,0.30783184,0.38108822,0.451405029,0.333509878,0.234137056,0.353211737,0.259605179,0.345045901,0.405218122,0.315460422,0.427656056,0.319860045,0.283983562,0.432028017,0.136236474,0.3349855,0.236899505,0.297958747,0.392748762,0.289712677,0.302181682,0,0.353381083,0.459090187,0.657190288,0.312159229,0.329193206,0.368499178,0.298044218,0.301282731,0.626521325,0.409163389,0.318215535,0.297228686,0.615908731,0.37010884,0.480127677,0.375210261,0.340283658,0.884663375,0.892086331,0.881189195,0.893250463,0.887835363,0.308589608,0.892607339,0.891586978,0.271473288,0.89362044,0.895874368,0.893687359,0.705307631,0.894364365,0.700141295,0.369857196,0.324141547
D515E6,0.7985705,0.369212963,0.516615352,0.78130055,0.780931744,0.783243243,0.372416702,0.79114027,0.797406543,0.781937851,0.341717075,0.529430616,0.80321849,0.413972014,0.384736925,0.642992624,0.341230214,0.362340268,0.317316362,0.31910828,0.3647343,0.316160492,0.799816147,0.327468128,0.500684283,0.442513863,0.406852926,0.415566586,0.503398515,0.326529533,0.522734533,0.306964201,0.423746702,0.290674866,0.37429349,0.284527023,0.38942587,0.332415108,0.267263766,0.31529337,0.207236497,0.324035235,0.319909574,0.313667856,0.202519024,0.317635904,0.364826647,0.386627755,0.298727254,0.305253437,0.336513039,0.34767177,0.374591804,0.362431229,0.338497775,0.305592227,0.347300308,0.339533901,0.335125731,0.339651612,0.353381083,0,0.383062608,0.574989699,0.340654721,0.325500527,0.319686365,0.343426883,0.357886983,0.548481983,0.284794766,0.352582308,0.344603108,0.520054527,0.337338603,0.407278675,0.214464621,0.28777054,0.787218005,0.805712459,0.7855332,0.833351369,0.795957652,0.372315789,0.801986543,0.802602112,0.327716046,0.818384816,0.810937913,0.808199198,0.612686763,0.808958,0.594368539,0.342361806,0.301691387
D410C11,0.846103578,0.197587684,0.583942775,0.830161054,0.830890765,0.834085349,0.418756295,0.834987458,0.840772673,0.829960393,0.400779041,0.59359725,0.840112964,0.233768971,0.306535325,0.404503311,0.452700176,0.441724632,0.41248,0.461115559,0.292148477,0.428419145,0.841853383,0.472585686,0.566294395,0.52023367,0.431751922,0.473265014,0.566479155,0.460384984,0.584408631,0.465383388,0.478588485,0.3393752,0.408619692,0.323964655,0.520607606,0.455145962,0.317842677,0.475477927,0.320854205,0.288870143,0.491541552,0.432100069,0.356728232,0.426346734,0.508346938,0.521169566,0.389497065,0.388559344,0.491242702,0.460899212,0.188814152,0.462381454,0.446526316,0.42502124,0.489999467,0.228610904,0.481446141,0.473432009,0.459090187,0.383062608,0,0.375485475,0.475007926,0.450384106,0.478992486,0.403320779,0.416538807,0.33438969,0.361663749,0.47242054,0.411814391,0.324546605,0.48245893,0.165424739,0.365444147,0.38619196,0.83744856,0.849097047,0.832700445,0.859715949,0.844168414,0.421222546,0.847698835,0.848892702,0.411988985,0.857998289,0.853985122,0.855122564,0.395888245,0.854560565,0.385603845,0.470856295,0.41255887
D215A8,0.824696097,0.362043947,0.579838963,0.805776787,0.807232771,0.804130296,0.582779393,0.814852384,0.819541642,0.803654909,0.625901537,0.570436612,0.824630437,0.323558263,0.473411154,0.226281918,0.624254473,0.670758348,0.616047641,0.605395232,0.487688806,0.622448447,0.821947713,0.630409964,0.625531474,0.638141809,0.609616783,0.640902944,0.639229422,0.610396375,0.568956476,0.599562477,0.643414076,0.515012271,0.593627552,0.497992596,0.639352791,0.633394208,0.521428199,0.620070937,0.514722595,0.478822314,0.626391838,0.647259566,0.574833273,0.649439601,0.631101022,0.651999795,0.634649259,0.566835187,0.630484753,0.632976781,0.360278095,0.667888298,0.636363636,0.644109233,0.634938878,0.456769559,0.640442437,0.642764016,0.657190288,0.574989699,0.375485475,0,0.628862778,0.612725763,0.62697631,0.641862399,0.650357624,0.153885957,0.564910093,0.636410735,0.654220108,0.195082899,0.629237398,0.361374169,0.554390294,0.633926723,0.810614496,0.828592422,0.801455357,0.840383591,0.821379674,0.659684778,0.82602293,0.828064279,0.643927997,0.836414096,0.83656899,0.830638953,0.202809482,0.828353271,0.22659569,0.646301583,0.63554325
D710G7,0.83887649,0.480513987,0.608238621,0.823947097,0.821488863,0.829158289,0.428541148,0.83167993,0.835715065,0.82406855,0.33393781,0.614067114,0.834645242,0.484934682,0.471148756,0.689350209,0.215975226,0.299506396,0.311760316,0.299471803,0.457433895,0.310388918,0.841052403,0.200953137,0.569652399,0.461513961,0.450113919,0.44419086,0.580850281,0.2451366,0.606636339,0.256404805,0.459820718,0.384631781,0.422229236,0.396828775,0.305266511,0.211608094,0.36181547,0.206046734,0.377747325,0.464347826,0.223102938,0.342970193,0.344023631,0.368878064,0.207769648,0.305363503,0.321033991,0.446042795,0.204460192,0.216080937,0.461485521,0.328312618,0.303661616,0.34522293,0.21202751,0.38659301,0.204111912,0.152953699,0.312159229,0.340654721,0.475007926,0.628862778,0,0.259333792,0.241510632,0.35722997,0.357025755,0.604455942,0.419313783,0.239520008,0.383990291,0.589270658,0.272274605,0.501104433,0.362458698,0.358044247,0.833946742,0.843055332,0.82865199,0.851835736,0.840042999,0.366872983,0.843577218,0.846599132,0.37317383,0.851646003,0.845549182,0.845026178,0.669195911,0.849221184,0.659983292,0.242266949,0.333403076
D805H9,0.831659389,0.46097561,0.575387908,0.819436895,0.816295325,0.822144725,0.404144527,0.827384531,0.831318711,0.820752665,0.366670232,0.584472919,0.834948285,0.463370834,0.444238017,0.679694138,0.225398865,0.336349122,0.352221094,0.270704045,0.437552921,0.355414285,0.832869992,0.24169056,0.524562334,0.456539096,0.425140793,0.437040979,0.536094425,0.257901189,0.577117098,0.256089112,0.447718328,0.373336896,0.403481013,0.378861442,0.233856801,0.239574991,0.355269483,0.253949616,0.362540958,0.426442613,0.26360409,0.347968684,0.327550643,0.358674878,0.28850417,0.221049315,0.36891763,0.428866832,0.279243509,0.241176785,0.44781824,0.330094524,0.183942607,0.344084305,0.244413557,0.389933422,0.244673503,0.26943807,0.329193206,0.325500527,0.450384106,0.612725763,0.259333792,0,0.28973747,0.372501063,0.383179552,0.580307041,0.390194619,0.162408566,0.38994709,0.56660502,0.288468689,0.480428513,0.353281447,0.372193986,0.827191316,0.837576539,0.824370616,0.856768845,0.833027919,0.39412264,0.834858435,0.838009244,0.374873945,0.847489416,0.843425467,0.839571631,0.646642363,0.841324379,0.633108214,0.31138138,0.360151046
