"","D205A1","D205A2","D205A3","D210A4","D210A5","D210A6","D215A7","D215A8","D215A9","D225A10","D225A11","D230B1","D230B2","D230B3","D305B4","D305B5","D305B6","D310B7","D310B8","D315B10","D315B12","D325C1","D325C2","D325C3","D330C4","D330C5","D330C6","D405C7","D405C8","D405C9","D410C10","D410C11","D415D1","D415D2","D415D3","D425D4","D425D6","D430D7","D430D9","D505D10","D505D11","D505D12","D510E1","D510E2","D510E3","D515E4","D515E5","D515E6","D525E7","D525E8","D525E9","D530E10","D530E11","D530E12","D605F1","D605F2","D605F3","D610F6","D615F7","D615F8","D625F10","D625F11","D625F12","D630G1","D630G2","D630G3","D705G4","D705G5","D705G6","D710G7","D710G8","D710G9","D715G10","D715G11","D715G12","D725H1","D725H2","D725H3","D730H4","D730H5","D730H6","D805H7","D805H8","D805H9","D810H10","D810H11","D810H12","D815A1","D815A2","D815A3","D825A4","D825A6","D830A7","D830A8","D830A9"
"D225A11",0.546041308089501,0.539020739790464,0.525734505683037,0.68053050397878,0.614728803807731,0.645605700712589,0.559098347674603,0.625531473607798,0.587264649883647,0.112655295851758,0,0.905263729697431,0.904300489929232,0.906956568887925,0.503715498938429,0.482453367056592,0.475952861237923,0.490853336153114,0.464920188789309,0.482420019005385,0.480875478113047,0.387388345384943,0.312735974474874,0.407226354941552,0.90743675209005,0.909648933878958,0.909579037800687,0.556208591579397,0.527672519613599,0.520854472630174,0.597200782134404,0.566294394749378,0.491221516623086,0.51710884535312,0.529982410319279,0.470703642823055,0.489375198223914,0.910948591094859,0.91210277214334,0.519832329054231,0.516767163863324,0.523617877568312,0.592859413073419,0.606458762070603,0.591323716588884,0.51974656810982,0.532625827466639,0.500684282556059,0.516283016866447,0.507557340661664,0.496783112670814,0.911561291727931,0.910131966408551,0.907606618249331,0.561457558695421,0.565374019919474,0.571595124536301,0.595168413771085,0.523487450462351,0.547670695176118,0.545406210123352,0.522553415985228,0.509385937002863,0.90546560904053,0.903873431533006,0.905516941789748,0.549862083598557,0.540952279845002,0.539628284554582,0.56965239934395,0.583948534064543,0.568054592951965,0.565401513948441,0.553375279940279,0.585573359778694,0.551561831407788,0.55854270016536,0.54894116391956,0.913687881429817,0.913594040968343,0.910593865564499,0.536969696969697,0.553272611734802,0.524562334217507,0.529530379410984,0.580988714035924,0.601209741603438,0.578936158883979,0.56551834300623,0.562159273115981,0.548795404988566,0.552337478356682,0.914021093206274,0.910281176218073,0.915456023496093
"D230B1",0.68885457453262,0.719875061647214,0.70955862144781,0.84057419389919,0.818649517684887,0.839770637238992,0.797662843540359,0.801455356668614,0.808986936961353,0.912391433349517,0.905263729697431,0,0.154262743565407,0.176267793594306,0.793047168271585,0.792537394027755,0.779530986451929,0.818369005689515,0.820741384933145,0.796028783206189,0.799292131772393,0.895362145076026,0.897416330535267,0.89074669135668,0.288308485595785,0.279081322806824,0.311423066336361,0.806211316207482,0.826020352336142,0.825796561918318,0.843478260869565,0.832700444830205,0.803938730853392,0.773448615519317,0.789312643426948,0.86554347826087,0.855896852483883,0.327452169598059,0.329390451832907,0.840330720498228,0.834769881281509,0.828168249660787,0.858081329062381,0.879515466147523,0.87410990922433,0.80195876846491,0.797146702557201,0.78553320028049,0.862136450122316,0.86567730054704,0.866579463701766,0.326630920464701,0.32815034397897,0.300212837459393,0.828387869548647,0.853504913938209,0.854978002281245,0.821861023235519,0.793458247590166,0.812939745014019,0.875306556215598,0.878892733564014,0.881189195064949,0.272078898980331,0.296401992054166,0.271927382079412,0.819605284619149,0.834711643090316,0.836298932384342,0.828651990022774,0.820697108889489,0.835391846103399,0.8251953125,0.816015304728068,0.808128342245989,0.820803860284038,0.82250656167979,0.826771653543307,0.380204549265076,0.371400523560209,0.341179095320431,0.822531864333549,0.84010854816825,0.824370616062204,0.817361035570543,0.806560225915065,0.814770502501632,0.807553760506495,0.77076738347342,0.784121418004493,0.821194941125164,0.840967741935484,0.371130625686059,0.350167794465533,0.38585554600172
"D230B2",0.69382115618437,0.721471718835805,0.712239726781976,0.840453356582389,0.817625261801192,0.839215048517374,0.800162645703443,0.804130295933575,0.809885931558935,0.9129635636285,0.904300489929232,0.154262743565407,0,0.149958205628309,0.792389052447934,0.793398268398268,0.780261723009815,0.819504778453519,0.820687401274579,0.796248102363912,0.800502018989414,0.897433096668487,0.898727262795652,0.892260670232507,0.294950289277088,0.265464202722142,0.29769392033543,0.807223624986277,0.827402818136959,0.82663082240632,0.845057034220532,0.834085349279696,0.804287045666356,0.773402796819304,0.787658106554235,0.868089973313,0.857763300760043,0.312078682727373,0.315606812963853,0.841502125141228,0.836810082572794,0.830088110518873,0.858324265505985,0.881970411315233,0.875476631441333,0.804468062032318,0.797151488994389,0.783243243243243,0.86347788189148,0.866478506296135,0.868479982522257,0.33322138259166,0.321412556053812,0.309121526803256,0.828131820165866,0.854391119817173,0.85532331809275,0.821809237496584,0.793889401421827,0.811810856658185,0.877771709448389,0.879286991385382,0.881917211328976,0.275184275184275,0.293965903992822,0.27558879339212,0.820638552903999,0.833923995420097,0.834741577965544,0.829158289409335,0.815877829524532,0.834821184073608,0.823846028380362,0.817484662576687,0.807941696586464,0.821079239476866,0.823771165543317,0.827826182256562,0.374257869385012,0.360222987374979,0.337059809949693,0.822373761974347,0.83900794082454,0.822144725370532,0.814683599498556,0.802557823129252,0.81546678293095,0.808893507630039,0.772138051742055,0.782451131122337,0.818191750887736,0.840094822477237,0.349100709531929,0.340169809240269,0.36884054068609
"D230B3",0.697473440854296,0.724552863315648,0.715696494211883,0.844016282225238,0.82037017224778,0.842008639308855,0.803002484069554,0.810614495519856,0.813883027647027,0.915459587528943,0.906956568887925,0.176267793594306,0.149958205628309,0,0.795818626120011,0.79593596722902,0.781784608700375,0.820758288712207,0.823676215277778,0.79802343792191,0.804337192238709,0.898275580699559,0.899347116430903,0.892470780103289,0.299731483553368,0.266214801344575,0.295675586570691,0.811820020775245,0.829619921363041,0.828852459016393,0.847230259350834,0.837448559670782,0.805940810309053,0.774415556041075,0.791775741710297,0.869805793642183,0.85897366571135,0.318364426833966,0.309435166471652,0.845766345123258,0.841350576267518,0.832927027466277,0.861377553785292,0.882327539673972,0.877814551570723,0.803186605455037,0.799129453490247,0.787218004630377,0.865538010743936,0.869924852678813,0.870634316178871,0.32757275058535,0.312008038854463,0.3108228980322,0.831965654040541,0.85876104276191,0.859799403632421,0.824368466898955,0.796648648648649,0.811691397792681,0.882717728335963,0.883216405828386,0.884663375467911,0.284244480284745,0.289583915107512,0.279750986604413,0.825256417213871,0.837949386336483,0.839226187223346,0.833946741718987,0.821349587356384,0.840933886100807,0.828874688616918,0.821485078291233,0.815202305967759,0.825296918614197,0.828512171160354,0.833096823490885,0.383611312545323,0.358737071311922,0.341424038300952,0.825983827493261,0.845712118749661,0.82719131614654,0.818892508143322,0.809084995663487,0.82390619910976,0.814120723469165,0.775223360209196,0.785835384194695,0.820763956904995,0.843297198669099,0.342390708885724,0.332381527648125,0.366055144297822
"D305B4",0.526610644257703,0.507815845824411,0.513960481099656,0.690574859207311,0.670839662668273,0.67775017180314,0.589003436426117,0.609616782635788,0.587923728813559,0.504323070434416,0.503715498938429,0.793047168271585,0.792389052447934,0.795818626120011,0,0.175936675461741,0.178203083466241,0.365879487451022,0.394232301237453,0.394522575869726,0.380400085124495,0.36517571884984,0.42344357458593,0.373350361856109,0.81240080993816,0.809318377911993,0.817380081738008,0.257063356164384,0.320968517825645,0.284056265711077,0.457590435947645,0.43175192154784,0.349794238683128,0.351082598235766,0.361127422196124,0.36572672720514,0.334250926416093,0.817212408444636,0.820407312880879,0.345332423781288,0.322491789384469,0.30823080186678,0.503766578249337,0.513290704433758,0.483960059485872,0.416983925549915,0.424181837314532,0.406852925672114,0.382662275576331,0.366994813168202,0.37014750519197,0.822197982001636,0.819224467504096,0.814492753623188,0.309075433556761,0.333828522920204,0.347521494533489,0.433413269384492,0.368471185902524,0.432502327505948,0.373056443024494,0.384582871030803,0.384599044078598,0.808575470671455,0.808108403453174,0.806613008483794,0.430195495112622,0.440221147201106,0.443410355156183,0.450113919355693,0.481516687790452,0.466816167440867,0.465408471611091,0.441525152194809,0.456797867335738,0.390614956074566,0.408194882205246,0.400074790319996,0.841955904824274,0.83172590184899,0.823529411764706,0.443394732675358,0.457042851081884,0.425140792689406,0.50310889089653,0.506818784823561,0.495934959349593,0.462272703034181,0.442542526529089,0.497484209399422,0.508388814913449,0.522883716042247,0.831322717280575,0.825128976784179,0.826461473816902
"D305B5",0.49534809111325,0.479753427569349,0.484489926447074,0.677004219409283,0.647407561495658,0.660456573077932,0.565737679105653,0.593627552072592,0.572720580502682,0.482256882654663,0.482453367056592,0.792537394027755,0.793398268398268,0.79593596722902,0.175936675461741,0,0.162550137217648,0.349453322119428,0.375336110085939,0.378228007558262,0.365691348896166,0.374775346231103,0.408194554586307,0.378024300052826,0.804573352886861,0.806016486457553,0.811252268602541,0.276426219058749,0.306733167082294,0.272736925935758,0.439725747032337,0.408619691627638,0.312960899782482,0.330255267207982,0.335276349954957,0.337761611049607,0.3370821946605,0.810435154495884,0.81537984175415,0.31273769210732,0.298169962137148,0.278193113614826,0.491362966083842,0.503908504275746,0.469471686175261,0.392230971128609,0.397722524028416,0.374293489637848,0.366905716093651,0.355611601513241,0.357297668763546,0.809018567639257,0.806699913269731,0.802203767030342,0.303654414871145,0.323501527441273,0.339515279241307,0.408453684600328,0.337115839243499,0.408689400164339,0.352468548472354,0.368895882507212,0.353648249683678,0.797904515014042,0.79468546637744,0.794343085393501,0.403649404071301,0.413056097947121,0.414569395773601,0.422229235705644,0.455174583202265,0.437748449674034,0.43424030314194,0.408821034775233,0.423737609632051,0.379240667871956,0.394071167205812,0.382934719202418,0.829920918643701,0.819307061623909,0.81165531408801,0.420696882368352,0.438033063072549,0.403481012658228,0.475072540226853,0.475214665753569,0.47502241915915,0.452861150812556,0.425228945000265,0.471944739638682,0.481837889282504,0.494809327560123,0.825216882218319,0.814893844020058,0.822391406372217
"D305B6",0.466436806378623,0.448549095192205,0.451831167436366,0.666737513283741,0.64031641259364,0.651282051282051,0.564849574366838,0.582779393435812,0.560016950948194,0.473057049456923,0.475952861237923,0.779530986451929,0.780261723009815,0.781784608700375,0.178203083466241,0.162550137217648,0,0.359034102944291,0.369203803048813,0.390122673434856,0.376928807066085,0.385770582596656,0.405379494007989,0.390526875997871,0.794647255213179,0.795599180239456,0.800580832526621,0.281066038745585,0.287646335596301,0.262155656592672,0.451659451659452,0.418756295393098,0.312095782778342,0.313586055712987,0.321766056270354,0.347708322268841,0.34858110969928,0.801141872239578,0.804969526488514,0.312516399895041,0.312566221657131,0.297443513312825,0.499044991511036,0.519687120131071,0.478593434611707,0.391644632469593,0.395074721111345,0.372416701813581,0.369847003824904,0.355917848824899,0.360600734941684,0.801560028364152,0.797465588813633,0.793906908056665,0.328367737816557,0.353709009869468,0.366454352441614,0.408090390662474,0.339401958189997,0.406579764121664,0.361806369155395,0.369405548216645,0.360208200552369,0.787548976926426,0.784590163934426,0.786685521592516,0.402082669216874,0.410388643734382,0.410506044720231,0.42854114779291,0.441322488644766,0.443477332194158,0.433009914638672,0.409741508224738,0.426943384390193,0.379513554055502,0.398514719239194,0.385051023134049,0.823818360441,0.813269384492406,0.804771761629807,0.418632884666139,0.43799724196457,0.404144527098831,0.470528833377624,0.472695430663907,0.481851517245044,0.449202709188843,0.414964535224788,0.466059957173448,0.476269109891866,0.499816070208629,0.812322376534935,0.805331613458024,0.810369280874087
"D310B7",0.53975748470866,0.527567452276848,0.5235854102043,0.522967823878069,0.47967649360814,0.496708967405613,0.418400126388962,0.48768880612456,0.43684710351377,0.495116059237475,0.490853336153114,0.818369005689515,0.819504778453519,0.820758288712207,0.365879487451022,0.349453322119428,0.359034102944291,0,0.166904724117865,0.217927111860122,0.286486486486487,0.349209716770977,0.405124396583736,0.34188487225697,0.821660216929198,0.825545171339564,0.829780396357793,0.350922076537683,0.363573444071767,0.336529753342923,0.323716632443532,0.292148476688315,0.250039925472451,0.278129825869322,0.275695219864944,0.356572335361016,0.349715249947268,0.828559167471301,0.834898562756187,0.403899430244106,0.376108062473618,0.372213417855256,0.36715282181357,0.388850871190188,0.349698444609036,0.316443695354472,0.35083857442348,0.364734299516908,0.433439153439153,0.426191480388022,0.430859810109797,0.825085555978054,0.824738903394256,0.819489078925867,0.380563798219585,0.397420991438537,0.409600338337915,0.302192260735708,0.355648094459965,0.38901483924155,0.4323750928185,0.449607915372875,0.430702496826069,0.812920008671147,0.813561166739225,0.811829704257394,0.426288496137157,0.420916070955785,0.426851358550879,0.45743389454795,0.47290899526565,0.462638940594586,0.457464223477848,0.433404255319149,0.461910960687321,0.442108633016754,0.443409780237322,0.434151013675305,0.844983150342429,0.833872936680643,0.824563306932842,0.442616055938174,0.458214474379292,0.437552921253175,0.476470276851411,0.481367936994556,0.502884666278516,0.482870345779997,0.463855101715621,0.468116869268501,0.483792243620351,0.495734101020675,0.83935914552737,0.830103843271598,0.841469157118192
"D310B8",0.523814649373015,0.513611809381184,0.50539134166622,0.503901480970327,0.444316516642244,0.471321432343932,0.403126980773294,0.473411154345006,0.418955389744404,0.470845404266526,0.464920188789309,0.820741384933145,0.820687401274579,0.823676215277778,0.394232301237453,0.375336110085939,0.369203803048813,0.166904724117865,0,0.253816491469019,0.321745601445809,0.360217055913178,0.373736298818772,0.357435270349301,0.824822307271733,0.828673024082754,0.833557191210444,0.392782678428228,0.363665491829542,0.350432831035588,0.337383514390156,0.306535324647813,0.25736864587783,0.287041982694157,0.289706666666667,0.392190152801358,0.39080763738298,0.8317998385795,0.839404662781016,0.42644437454126,0.425244773749669,0.416203041381868,0.371177187682196,0.397676874340021,0.360148580525338,0.334777325796397,0.37675445513326,0.384736925264655,0.444355994268429,0.441066046216488,0.44392423919983,0.826939843068875,0.827904185082119,0.821877390449131,0.439170874302418,0.456241717466207,0.46996129169097,0.289745501011607,0.367769905889817,0.380187070435636,0.465021013991594,0.476034628378378,0.45540404308378,0.818537646099484,0.815492112014848,0.815810920945395,0.446632344355395,0.438177182919057,0.433441992197937,0.471148755955532,0.477760776658049,0.484903446068495,0.456567796610169,0.438296964199968,0.472111969918529,0.445651592186246,0.464026473099915,0.452604611443211,0.852025516602148,0.837947189097104,0.831855036186538,0.46108415946003,0.48391882583585,0.444238016879877,0.453010512902198,0.490191920262963,0.521766829475472,0.492594565796484,0.475013319126265,0.474838226643136,0.46360153256705,0.494120117597648,0.842939790014999,0.833986577181208,0.842254408060453
"D315B10",0.508839601414336,0.501863486316686,0.502509879312186,0.541851616994293,0.482728077945084,0.510174036489826,0.398222642898459,0.478822314049587,0.420819723949004,0.474462506554798,0.482420019005385,0.796028783206189,0.796248102363912,0.79802343792191,0.394522575869726,0.378228007558262,0.390122673434856,0.217927111860122,0.253816491469019,0,0.180019049634882,0.341807011969071,0.449123364584989,0.327617232984016,0.803102040816327,0.806285530408667,0.811530644988769,0.382118147951038,0.401839349316889,0.378796744507687,0.33032602009432,0.288870142879739,0.259341944400149,0.290157919923433,0.285372975842846,0.377594675962605,0.374262847514743,0.808569898232459,0.819283974923579,0.384414635419385,0.350895679662803,0.378942926469037,0.355529759392149,0.385019710906702,0.338932910723719,0.268118228673609,0.308875863512665,0.324035234899329,0.45572696534235,0.446199199831543,0.451829881891849,0.803221782285621,0.803389094069085,0.79713928318921,0.339365079365079,0.346385224274406,0.352407094594595,0.31753855938941,0.340807410916364,0.368491459147973,0.452176676199555,0.462504598244784,0.451405028523135,0.792099567099567,0.790806346446425,0.792536506219578,0.427031596745218,0.422090625495691,0.431641664006809,0.464347826086957,0.48502994011976,0.467155222770963,0.451937780121276,0.44231994901211,0.471013362449956,0.446457112413426,0.451570054726104,0.445831783645927,0.832519266254206,0.817478403730987,0.806521503629076,0.41939209407318,0.44741006435278,0.426442612555485,0.462762302447275,0.48107879875442,0.492415834258232,0.456801909307876,0.442376027578892,0.446976149914821,0.467923928590348,0.476192965034234,0.822641710659628,0.812292891501871,0.820176584295491
"D315B12",0.514125512184602,0.505893699099871,0.507738607050731,0.62565138785494,0.563722149410223,0.593566477964129,0.478173448330599,0.564910092505976,0.506043256997455,0.473195441114394,0.480875478113047,0.799292131772393,0.800502018989414,0.804337192238709,0.380400085124495,0.365691348896166,0.376928807066085,0.286486486486487,0.321745601445809,0.180019049634882,0,0.326902579407376,0.437130216939396,0.318172134639966,0.805225392999945,0.810988773747841,0.817115177610334,0.348864610111397,0.368426683785374,0.342112306621701,0.393089221248066,0.361663748739986,0.273495587055362,0.320883942426026,0.334188171181279,0.358171671538666,0.353608138179506,0.814683053040103,0.823802324975239,0.350454282863295,0.321068815608101,0.34723991507431,0.425613252628226,0.449516052255778,0.399425898362747,0.306837425910246,0.298683517640864,0.284794766276248,0.436469962785752,0.423879648267825,0.431114427330384,0.80697636333861,0.809336394446266,0.800208002627402,0.305931210733681,0.31393372982158,0.322426431530862,0.365192810283215,0.308193421958583,0.406253235324568,0.407589000213174,0.420337369784781,0.409163388965664,0.794357913081364,0.793503226512086,0.791966035271065,0.383772862611655,0.377387603085927,0.393040685224839,0.419313782680172,0.450422832980973,0.427136215465185,0.409879556428079,0.402030999465526,0.430081088150667,0.405640145828866,0.406726193658771,0.405442977062503,0.837557351977278,0.820596234867474,0.808983863933711,0.390734773651682,0.407112526539278,0.3901946187387,0.420243604063614,0.44383663497796,0.451576876030421,0.419757698671079,0.405240967070502,0.428372441872924,0.43760328375713,0.451696029450434,0.827206868795278,0.816480206540448,0.822425484939284
"D325C1",0.602201597237211,0.590948090948091,0.580464716006885,0.704949441192123,0.653916784721129,0.672967963992587,0.569983583117089,0.640902943930095,0.597198641765705,0.368821292775665,0.387388345384943,0.895362145076026,0.897433096668487,0.898275580699559,0.36517571884984,0.374775346231103,0.385770582596656,0.349209716770977,0.360217055913178,0.341807011969071,0.326902579407376,0,0.228167511336356,0.133688699360341,0.898799407927197,0.900496974935177,0.90142210730446,0.365244425385935,0.34839642340847,0.329332976158586,0.498193455146072,0.473265013540063,0.356817816799615,0.4177689712419,0.429121437356291,0.264322570349487,0.268639304274048,0.903107466551575,0.905253821672667,0.378817345597897,0.375464289504404,0.387590310242244,0.509405887979594,0.523370917368059,0.489572249414769,0.430508474576271,0.396753452092337,0.415566585700708,0.392678514419496,0.377054395080055,0.380060809729557,0.903294541878381,0.899441952073531,0.899852079110283,0.390173718426942,0.371598639455782,0.374269005847953,0.490311215502055,0.421998409753512,0.474665837737022,0.392255173885214,0.38872717650172,0.364187679540377,0.897307314946037,0.896442255062945,0.896927435171061,0.413260962111537,0.400287555247883,0.408058294042006,0.44419086035773,0.464240372407956,0.447184040220356,0.434443205352876,0.415641382261688,0.454316979946594,0.427452242970595,0.434687215711457,0.422272167817199,0.907500546687076,0.905737923672271,0.902007856831078,0.436320380650278,0.452401189970251,0.437040979244279,0.459781740750599,0.490246106415776,0.508277000053228,0.490305005074515,0.477698840873885,0.490938337801609,0.463266286080137,0.466919311542713,0.906654492722488,0.904177433247201,0.908770452991003
"D325C2",0.566625290085811,0.563421828908555,0.550379256549572,0.698940756906371,0.639168765743073,0.665183772905413,0.572351694915254,0.638141809290954,0.594056778986469,0.319917604183172,0.312735974474874,0.897416330535267,0.898727262795652,0.899347116430903,0.42344357458593,0.408194554586307,0.405379494007989,0.405124396583736,0.373736298818772,0.449123364584989,0.437130216939396,0.228167511336356,0,0.230367329530309,0.900866323061739,0.901993624723108,0.90366898335219,0.432370128129523,0.372924922351933,0.364698317436502,0.535904186670797,0.520233669676049,0.375562218890555,0.426888055704339,0.420044924590865,0.302404766971696,0.331317952797666,0.903631360276264,0.905343352118556,0.444958469140995,0.448707742928408,0.434355241485575,0.53281955886261,0.548284625158831,0.537593784919917,0.467500132436298,0.466870486532075,0.442513863216266,0.387792028098558,0.372501193064319,0.363529662825437,0.90327868852459,0.900191518467852,0.901150684931507,0.484304215743751,0.488119917078616,0.509650661987558,0.515750133475707,0.45636729933199,0.489818125291466,0.439317151240331,0.412449714164726,0.370683692471402,0.899144087662869,0.896972682980238,0.898654170980221,0.43669168130289,0.425330208777162,0.414715181394352,0.461513961142372,0.456536691180361,0.447844228094576,0.432759719566603,0.418971697608475,0.457478005865103,0.444855900821124,0.460929137229715,0.448833226289874,0.908360216523593,0.906149903907751,0.90406548431105,0.475782571912014,0.482067902874449,0.456539096183531,0.439037376211266,0.498564593301435,0.526618398637138,0.517790362218186,0.488941126188695,0.502440070788867,0.464994663820704,0.471994104021899,0.907069187795445,0.905777203467399,0.910124184382235
"D325C3",0.596742881794651,0.586816720257235,0.576435175231133,0.705350494628231,0.652037124429762,0.672011430385775,0.572056099497221,0.643414076307308,0.594273594909862,0.396559003588769,0.407226354941552,0.89074669135668,0.892260670232507,0.892470780103289,0.373350361856109,0.378024300052826,0.390526875997871,0.34188487225697,0.357435270349301,0.327617232984016,0.318172134639966,0.133688699360341,0.230367329530309,0,0.893387388374514,0.894407255452386,0.896748492678725,0.346689522176987,0.33179945422441,0.320875943674038,0.503249767873723,0.478588485009286,0.364078968487507,0.40957987690661,0.418372254582376,0.259901121684121,0.261791202967674,0.896916109553591,0.899994785963815,0.394967694489678,0.388270230141054,0.39509449989382,0.522039298990972,0.536581495000794,0.500531688643131,0.437222104594537,0.418834931001791,0.423746701846966,0.396575560991173,0.384656140722687,0.388666773282158,0.897461097461097,0.894587206123565,0.892909937038051,0.394504207050804,0.377947737412365,0.386675167357348,0.493624966657775,0.425862160300895,0.484001242621932,0.411940298507463,0.40921351880256,0.387772461456672,0.891600392199586,0.890165189804179,0.890679442508711,0.42288874707509,0.410462455430791,0.416041979010495,0.459820718188087,0.47758511313174,0.463039179004757,0.453802473066921,0.434085320218112,0.471299251739836,0.45002145002145,0.458045884806674,0.440825712604952,0.900895979020979,0.899823971835494,0.89618320610687,0.448407037565383,0.468252282862604,0.447718327837464,0.475554609778156,0.502045152722444,0.523910846321613,0.511023327817221,0.498532002348796,0.501232450969885,0.477472673953612,0.48019567618747,0.901454564972358,0.898429094039165,0.903990746096009
"D330C4",0.708626907073509,0.730114106168348,0.718993641139065,0.850462177979544,0.821259163432514,0.847970399390576,0.810513713539399,0.819541642181741,0.820293331879396,0.914482608931575,0.90743675209005,0.288308485595785,0.294950289277088,0.299731483553368,0.81240080993816,0.804573352886861,0.794647255213179,0.821660216929198,0.824822307271733,0.803102040816327,0.805225392999945,0.898799407927197,0.900866323061739,0.893387388374514,0,0.227658983615662,0.232098355208506,0.815306628464378,0.826967528893781,0.831919814957594,0.851698733237929,0.840772672705446,0.811798371120405,0.784542552020258,0.799824117841046,0.870653837743276,0.859735164296224,0.239669421487603,0.308360128617363,0.845231666486662,0.840558372866569,0.833597204782443,0.866309868385124,0.883050478677111,0.879052982667177,0.813313013661351,0.801592029024747,0.797406543323748,0.865696943183682,0.868809588667938,0.872258771929825,0.219150370869858,0.226042428675933,0.205680153273977,0.842160030669807,0.859304167349391,0.863410369884718,0.833095577746077,0.803573374005883,0.814525139664804,0.885861520749959,0.886338916684794,0.888251052430157,0.228207859184932,0.248775544671508,0.222141296431173,0.82958709324583,0.837894045534151,0.840281984909401,0.835715064906731,0.821492634668696,0.841781198460693,0.828749181401441,0.824490020344202,0.814974182444062,0.832312868884108,0.834323432343234,0.836083608360836,0.284115827944897,0.287579547948212,0.23562089669491,0.827900912646675,0.845061964295463,0.831318711371219,0.817594922858081,0.809024363596635,0.82199124726477,0.820028549467443,0.786977050620402,0.787796946480736,0.823426189953937,0.845338524767467,0.294390459363958,0.265260944158503,0.332648648648649
"D330C5",0.712505465675558,0.735824462307191,0.726084114186097,0.852646329632424,0.822876268395049,0.850608611721808,0.81455462004612,0.821379673512375,0.823554695895121,0.915935828877005,0.909648933878958,0.279081322806824,0.265464202722142,0.266214801344575,0.809318377911993,0.806016486457553,0.795599180239456,0.825545171339564,0.828673024082754,0.806285530408667,0.810988773747841,0.900496974935177,0.901993624723108,0.894407255452386,0.227658983615662,0,0.227302487996508,0.817589576547231,0.832004771975489,0.834391448260893,0.854216741561292,0.844168414260365,0.814780675595077,0.785973856918154,0.801462225832656,0.871680224101708,0.861561593813769,0.24896174863388,0.275368443294068,0.847676832189047,0.843524986566362,0.83666881859264,0.869658809600689,0.88721522380059,0.883405172413793,0.813559322033898,0.806596221581812,0.795957651588065,0.867119301648885,0.871469988188554,0.873912808600292,0.25975535506725,0.249639729520009,0.24837653327413,0.840474905558554,0.86254036598493,0.864218800473781,0.832513380548197,0.804498362767728,0.813804678485262,0.886019878997407,0.885953159333298,0.887835362568689,0.252015461071231,0.258068093600976,0.241390728476821,0.831105841776245,0.841341746211508,0.84241371825483,0.840042999193765,0.823441182772659,0.844320459346731,0.831782737294972,0.829125582403294,0.818268568096273,0.8325,0.836323234513034,0.838274348273806,0.318010633584404,0.296934969457809,0.261552067212027,0.828149258525617,0.847751237357435,0.833027918508138,0.82123025500027,0.809011142811003,0.825561964314592,0.822667027319448,0.787395185285367,0.78950798305637,0.823742367752742,0.84341523210574,0.285644345319045,0.278953107960742,0.318949443290182
"D330C6",0.724111619795073,0.743175909878683,0.736418948283355,0.860045146726862,0.829298013245033,0.855087963210523,0.821701695277822,0.828064278962294,0.829725675096442,0.91787542662116,0.909579037800687,0.311423066336361,0.29769392033543,0.295675586570691,0.817380081738008,0.811252268602541,0.800580832526621,0.829780396357793,0.833557191210444,0.811530644988769,0.817115177610334,0.90142210730446,0.90366898335219,0.896748492678725,0.232098355208506,0.227302487996508,0,0.822867042009528,0.837019412750771,0.837021806179319,0.858780614903596,0.848892702021556,0.82308732089754,0.792417112877927,0.806988173030188,0.875584206285254,0.86601692192353,0.242044463818657,0.292735605541801,0.852767899793005,0.849212303075769,0.843991416309013,0.873993774820221,0.891912118458331,0.887384483129164,0.818249893025246,0.812134113890367,0.802602111549536,0.872111767866738,0.873862297890566,0.87674406076604,0.25746453998565,0.232121145130983,0.253085394875201,0.848993649768593,0.869042507513955,0.872006872114249,0.840207019246321,0.811252074300091,0.822261742860132,0.893234216763629,0.889476778365667,0.891586977543784,0.263517233784825,0.259758929558775,0.246423068456967,0.840068787618229,0.844689432643184,0.845887445887446,0.846599131693198,0.828525641025641,0.850483444066332,0.836220303534081,0.835224203133441,0.823420565688607,0.840342510296987,0.844565746095228,0.845754742474193,0.325601943892202,0.292113632688265,0.270943562610229,0.830441514067588,0.853540772532189,0.838009244329786,0.826138379657008,0.816307907026679,0.832607643928399,0.831472190753628,0.794141446836058,0.796057619408643,0.828115738994558,0.848631411108158,0.291564957960401,0.272836015658982,0.321149657334113
