"","710.G7","330.C4","630.G3","215.A9","330.C6","310.B7","605.F1","730.H5","830.G5","510.3","730.H6","210.A6","515.2","525.2","815.F12","810.H10","505.D10","630.G2","405.C9","830.G6","315.B12","430.D8","510.2","725.H2","810.H12","405.C7","415.D2","625.F12","825.G2","725.H1","715.G11","410.C10","715.G12","215.A8","410.C12","210.A5","710.G9","815.F11","510.1","730.H4","515.3","225.A12","410.C11","805.H9","815.F10","605.F2","830.G4","705.G5","325.C2","630.G1","805.H7","205.A2","825.G1","230.B2","810.H11","725.H3","315.B10","610.F5","205.A3","610.F6","825.G3","415.D1","215.A7","415.D3","210.A4","610.F4","205.A1","310.B9","430.D9","425.D4","525.3","530.1","710.G8","330.C5","225.A11","515.1","405.C8","615.F7","230.B1","705.G6","505.D12","805.H8","430.D7","625.F11","325.C1","605.F3","310.B8","230.B3","305.B5","615.F9","505.D11","705.G4","530.3","625.F10","305.B4","530.2","715.G10","425.D6","305.B6","615.F8","425.D5","315.B11"
"415.D2",0.719626168224299,0.735905044510386,0.735553379040157,0.614953271028037,0.738396624472574,0.634453781512605,0.707434052757794,0.818181818181818,0.76092774308653,0.696551724137931,0.820536540240518,0.641975308641975,0.635036496350365,0.746701846965699,0.756756756756757,0.80952380952381,0.833333333333333,0.823092505064146,0.809798270893372,0.754,0.846153846153846,0.755700325732899,0.711627906976744,0.665809768637532,0.74937343358396,0.703056768558952,0,0.886934673366834,0.759791122715405,0.67479674796748,0.724770642201835,0.792553191489362,0.836734693877551,0.627118644067797,0.785915492957746,0.634686346863469,0.806818181818182,0.705340699815838,0.697127937336815,0.752360965372508,0.661670235546039,0.724310776942356,0.72972972972973,0.828070175438597,0.798561151079137,0.677018633540373,0.744908896034298,0.67843137254902,0.662608695652174,0.757731958762887,0.819706498951782,0.943557208488296,0.736363636363636,0.754716981132076,0.725409836065574,0.680921052631579,0.783068783068783,0.640909090909091,0.953662532178797,0.630971993410214,0.731462925851703,0.670940170940171,0.670454545454545,0.60695652173913,0.657216494845361,0.603809523809524,0.956053811659193,0.737623762376238,0.699145299145299,0.600840336134454,0.826086956521739,0.765472312703583,0.769423558897243,0.751540041067762,0.609756097560976,0.616541353383459,0.818181818181818,0.606805293005671,0.780725022104332,0.674329501915709,0.763736263736264,0.954897815362932,0.761421319796954,0.885819521178637,0.625246548323471,0.720620842572062,0.645454545454546,0.777955271565495,0.65234375,0.881305637982196,0.815094339622642,0.723577235772358,0.69433465085639,0.909090909090909,0.610789980732177,0.739030023094688,0.876543209876543,0.644,0.790732436472347,0.631683168316832,0.69377990430622,0.719457013574661
"625.F12",0.909375,0.882618510158014,0.917274939172749,0.884872824631861,0.929310344827586,0.918604651162791,0.866454689984102,0.929354445797808,0.914478619654914,0.904173106646059,0.939675174013921,0.865116279069767,0.894736842105263,0.905245346869712,0.86890243902439,0.890207715133531,0.935714285714286,0.924394565859421,0.935599284436494,0.920792079207921,0.930555555555556,0.907990314769976,0.906542056074766,0.878787878787879,0.888707037643208,0.88955223880597,0.886934673366834,0,0.919327731092437,0.877894736842105,0.935185185185185,0.904761904761905,0.94954954954955,0.872817955112219,0.936507936507937,0.872679045092838,0.914893617021277,0.901986754966887,0.902521008403361,0.903862660944206,0.923416789396171,0.898527004909984,0.883683360258481,0.91304347826087,0.942766295707472,0.864748201438849,0.914410480349345,0.822714681440443,0.918678526048285,0.920058139534884,0.901306240928882,0.972402257997073,0.901840490797546,0.916666666666667,0.848571428571429,0.85609756097561,0.884745762711864,0.874233128834356,0.893868450390189,0.865689865689866,0.876230661040788,0.885294117647059,0.864864864864865,0.860228716645489,0.890688259109312,0.801899592944369,0.962756849315068,0.892857142857143,0.887076537013802,0.854651162790698,0.903448275862069,0.893462469733656,0.921440261865794,0.935919055649241,0.854897218863362,0.897849462365591,0.906086956521739,0.86774628879892,0.921072226358898,0.82016348773842,0.913194444444444,0.971796443899448,0.93,0.359013867488444,0.88038942976356,0.849170437405732,0.923312883435583,0.930327868852459,0.842541436464088,0.948998178506375,0.908355795148248,0.863636363636364,0.899073120494336,0.284705882352941,0.846785225718194,0.916512059369202,0.947761194029851,0.893258426966292,0.461975028376845,0.885634588563459,0.901587301587302,0.902140672782875
"825.G2",0.841409691629956,0.890063424947146,0.882926829268293,0.808383233532934,0.900937081659973,0.825454545454545,0.583333333333333,0.920260374288039,0.882608695652174,0.726495726495726,0.915909090909091,0.852348993288591,0.786743515850144,0.730337078651685,0.613168724279835,0.754789272030651,0.673469387755102,0.9390625,0.753424657534247,0.869837296620776,0.815950920245399,0.878934624697337,0.799126637554585,0.774696707105719,0.666666666666667,0.735408560311284,0.759791122715405,0.919327731092437,0,0.776536312849162,0.761702127659574,0.805714285714286,0.774647887323944,0.83547557840617,0.727272727272727,0.788856304985337,0.748344370860927,0.783625730994152,0.78021978021978,0.901595744680851,0.819548872180451,0.717171717171717,0.699029126213592,0.750677506775068,0.666666666666667,0.645390070921986,0.885245901639344,0.669902912621359,0.812834224598931,0.916926272066459,0.782608695652174,0.975286041189931,0.564853556485356,0.906868451688009,0.700348432055749,0.714987714987715,0.785310734463277,0.765690376569038,0.978388998035363,0.778325123152709,0.63758389261745,0.752808988764045,0.859327217125382,0.770053475935829,0.84695652173913,0.777777777777778,0.974641934726462,0.753694581280788,0.854166666666667,0.687272727272727,0.592814371257485,0.830508474576271,0.787878787878788,0.906856403622251,0.826086956521739,0.824773413897281,0.617283950617284,0.792682926829268,0.886021505376344,0.700934579439252,0.754601226993865,0.945812807881773,0.904599659284497,0.911864406779661,0.803921568627451,0.624,0.799163179916318,0.904852521408183,0.7491961414791,0.735294117647059,0.750759878419453,0.683848797250859,0.85663082437276,0.88558352402746,0.729559748427673,0.864661654135338,0.739837398373984,0.719063545150502,0.824786324786325,0.763157894736842,0.603686635944701,0.79253112033195
"725.H1",0.752577319587629,0.777777777777778,0.727659574468085,0.709724238026125,0.744101633393829,0.755555555555556,0.768826619964974,0.814393939393939,0.733333333333333,0.735144312393888,0.812145748987854,0.71072319201995,0.706552706552707,0.782363977485929,0.712374581939799,0.75,0.852589641434263,0.794495412844037,0.864271457085828,0.745233968804159,0.857142857142857,0.7578125,0.753424657534247,0.521459227467811,0.793851717902351,0.722222222222222,0.67479674796748,0.877894736842105,0.776536312849162,0,0.766101694915254,0.822641509433962,0.86317907444668,0.661290322580645,0.823182711198428,0.663793103448276,0.873517786561265,0.75896700143472,0.795158286778399,0.71996386630533,0.764895330112721,0.76130198915009,0.764705882352941,0.734806629834254,0.716287215411559,0.645211930926217,0.729530818767249,0.641566265060241,0.747599451303155,0.769347496206373,0.828843106180666,0.943280423280423,0.67003367003367,0.746293245469522,0.64797507788162,0.530183727034121,0.819548872180451,0.747474747474748,0.952112039756042,0.66622864651774,0.617151607963247,0.694533762057878,0.718475073313783,0.626886145404664,0.688172043010753,0.6759941089838,0.957954052882531,0.78494623655914,0.734776725304465,0.666666666666667,0.81992337164751,0.778645833333333,0.775768535262206,0.75,0.625487646293888,0.720116618075802,0.845261121856867,0.674963396778917,0.755642023346303,0.609467455621302,0.810810810810811,0.93134138588684,0.770700636942675,0.895161290322581,0.709531013615734,0.722314049586777,0.754208754208754,0.786628733997155,0.732732732732733,0.885947046843177,0.587719298245614,0.631578947368421,0.765607886089814,0.909090909090909,0.705794947994057,0.729411764705882,0.924686192468619,0.697247706422018,0.773997569866343,0.696509863429439,0.674825174825175,0.775167785234899
"715.G11",0.685714285714286,0.82509505703422,0.869415807560137,0.705426356589147,0.8525,0.658536585365854,0.717472118959108,0.934477379095164,0.874614594039055,0.651567944250871,0.907824222936763,0.716,0.695,0.662337662337662,0.736486486486487,0.802547770700637,0.75,0.896474118529632,0.738693467336683,0.870892018779343,0.768518518518518,0.811158798283262,0.687943262411348,0.822222222222222,0.649402390438247,0.664516129032258,0.724770642201835,0.935185185185185,0.761702127659574,0.766101694915254,0,0.754385964912281,0.682051282051282,0.737556561085973,0.681159420289855,0.761421319796954,0.833333333333333,0.691139240506329,0.625531914893617,0.86832298136646,0.692789968652038,0.673306772908366,0.691119691119691,0.853080568720379,0.650557620817844,0.671641791044776,0.862420382165605,0.646408839779006,0.704918032786885,0.875984251968504,0.841945288753799,0.97422563870676,0.684931506849315,0.864035087719298,0.788235294117647,0.756521739130435,0.773913043478261,0.664383561643836,0.975757575757576,0.703703703703704,0.754985754985755,0.6875,0.715789473684211,0.695550351288056,0.777070063694268,0.745358090185676,0.981447124304267,0.78125,0.803203661327231,0.689024390243902,0.718181818181818,0.854077253218884,0.657370517928287,0.840193704600484,0.738758029978587,0.713541666666667,0.795348837209302,0.664041994750656,0.871820956256358,0.737967914438503,0.666666666666667,0.96066089693155,0.809375,0.921108742004264,0.693593314763231,0.755775577557756,0.623287671232877,0.871376811594203,0.708791208791209,0.746031746031746,0.738219895287958,0.680232558139535,0.852700490998363,0.930612244897959,0.660377358490566,0.857938718662953,0.795454545454545,0.659090909090909,0.785028790786948,0.630252100840336,0.674074074074074,0.714285714285714
"410.C10",0.718181818181818,0.832618025751073,0.867158671586716,0.718654434250764,0.881081081081081,0.723880597014925,0.684210526315789,0.937806873977087,0.88170865279299,0.674008810572687,0.894616265750286,0.786363636363636,0.776470588235294,0.614035087719298,0.73728813559322,0.740157480314961,0.642857142857143,0.921445404556167,0.62589928057554,0.871212121212121,0.692307692307692,0.798029556650246,0.612612612612613,0.852631578947368,0.62303664921466,0.656,0.792553191489362,0.904761904761905,0.805714285714286,0.822641509433962,0.754385964912281,0,0.659259259259259,0.769633507853403,0.564625850340136,0.718562874251497,0.680555555555556,0.767164179104478,0.634285714285714,0.879194630872483,0.72972972972973,0.633507853403141,0.597989949748744,0.850828729281768,0.799043062200957,0.68,0.851034482758621,0.708609271523179,0.732970027247956,0.891213389121339,0.828996282527881,0.980288792115517,0.732758620689655,0.868544600938967,0.742857142857143,0.775,0.635294117647059,0.681034482758621,0.979335793357934,0.779448621553885,0.752577319587629,0.7,0.7375,0.73841961852861,0.838028169014085,0.753943217665615,0.979303857008467,0.63265306122449,0.76657824933687,0.671641791044776,0.7,0.807881773399015,0.675392670157068,0.869451697127937,0.778869778869779,0.771604938271605,0.690322580645161,0.757009345794392,0.885157096424702,0.75796178343949,0.653846153846154,0.966969446738233,0.86551724137931,0.92255125284738,0.739130434782609,0.654320987654321,0.655172413793103,0.900383141762452,0.736842105263158,0.689922480620155,0.795031055900621,0.704225352112676,0.840290381125227,0.902325581395349,0.742765273311897,0.857142857142857,0.793103448275862,0.73972602739726,0.813449023861171,0.797979797979798,0.657142857142857,0.803418803418803
"715.G12",0.732620320855615,0.875288683602771,0.915384615384615,0.775510204081633,0.926449787835926,0.761702127659574,0.727272727272727,0.951219512195122,0.925,0.690721649484536,0.94047619047619,0.847665847665848,0.811074918566775,0.63768115942029,0.733990147783251,0.83710407239819,0.663551401869159,0.95,0.660377358490566,0.920948616600791,0.739837398373984,0.86058981233244,0.682539682539683,0.880819366852886,0.708860759493671,0.741935483870968,0.836734693877551,0.94954954954955,0.774647887323944,0.86317907444668,0.682051282051282,0.659259259259259,0,0.816618911174785,0.543859649122807,0.813953488372093,0.711711711711712,0.827814569536424,0.676056338028169,0.915730337078652,0.787610619469027,0.658227848101266,0.72289156626506,0.841945288753799,0.693181818181818,0.776859504132231,0.907514450867052,0.762081784386617,0.832335329341317,0.932827735644637,0.838983050847458,0.988452655889146,0.728643216080402,0.929181929181929,0.82995951417004,0.82016348773842,0.737226277372263,0.718592964824121,0.987599206349206,0.836065573770492,0.798449612403101,0.753303964757709,0.797909407665505,0.808383233532934,0.876635514018692,0.802816901408451,0.988148850438493,0.742331288343558,0.848837209302326,0.770212765957447,0.748031496062992,0.849865951742627,0.620253164556962,0.918144611186903,0.839572192513369,0.793814432989691,0.721311475409836,0.805555555555556,0.921348314606742,0.786476868327402,0.609756097560976,0.967741935483871,0.908592321755027,0.945562130177515,0.796992481203007,0.780952380952381,0.728643216080402,0.936696340257171,0.785977859778598,0.604166666666667,0.833910034602076,0.760956175298805,0.895752895752896,0.919395465994962,0.76978417266187,0.904,0.686746987951807,0.806949806949807,0.85981308411215,0.765151515151515,0.694915254237288,0.741293532338308
"215.A8",0.691244239631336,0.641176470588235,0.643622200584226,0.537892791127542,0.675052410901468,0.643153526970954,0.735224586288416,0.832869080779944,0.733806566104703,0.705215419501134,0.782888684452622,0.574923547400612,0.563176895306859,0.724675324675325,0.728888888888889,0.846153846153846,0.84180790960452,0.756556825823806,0.818696883852691,0.747514910536779,0.837837837837838,0.761290322580645,0.68348623853211,0.686224489795918,0.782716049382716,0.698275862068966,0.627118644067797,0.872817955112219,0.83547557840617,0.661290322580645,0.737556561085973,0.769633507853403,0.816618911174785,0,0.778393351800554,0.591240875912409,0.849162011173184,0.610200364298725,0.691516709511568,0.720542231491137,0.653276955602537,0.708641975308642,0.74818401937046,0.864583333333333,0.773049645390071,0.67280163599182,0.710330138445154,0.705426356589147,0.624784853700516,0.705982905982906,0.813664596273292,0.947126939043041,0.762331838565022,0.707317073170732,0.732793522267207,0.661237785016287,0.786458333333333,0.663677130044843,0.963542883851367,0.65415986949429,0.730693069306931,0.713080168776371,0.602996254681648,0.524956970740103,0.61381074168798,0.672316384180791,0.96641289744738,0.760975609756098,0.705583756345178,0.601659751037344,0.844919786096257,0.732258064516129,0.748148148148148,0.683673469387755,0.510466988727858,0.561338289962825,0.853658536585366,0.626168224299065,0.760773966578716,0.674242424242424,0.778378378378378,0.957894736842105,0.682619647355164,0.917582417582418,0.617933723196881,0.698030634573304,0.654708520179372,0.771065182829889,0.637065637065637,0.848396501457726,0.787313432835821,0.72289156626506,0.720261437908497,0.906832298136646,0.531428571428571,0.713302752293578,0.866666666666667,0.588932806324111,0.771851851851852,0.616438356164384,0.683962264150943,0.741071428571429
"410.C12",0.668341708542714,0.838202247191011,0.898989898989899,0.751633986928105,0.910987482614743,0.692307692307692,0.702127659574468,0.935054121565362,0.89237668161435,0.669902912621359,0.92018779342723,0.799522673031026,0.755485893416928,0.493333333333333,0.674418604651163,0.793991416309013,0.613445378151261,0.929712460063898,0.542372881355932,0.896238651102464,0.762962962962963,0.812987012987013,0.592039800995025,0.854280510018215,0.635294117647059,0.641921397379913,0.785915492957746,0.936507936507937,0.727272727272727,0.823182711198428,0.681159420289855,0.564625850340136,0.543859649122807,0.778393351800554,0,0.738019169329074,0.658536585365854,0.751592356687898,0.623376623376623,0.892265193370166,0.714285714285714,0.588235294117647,0.595505617977528,0.806451612903226,0.691489361702128,0.716535433070866,0.869318181818182,0.715302491103203,0.780346820809249,0.908021390374332,0.798387096774194,0.982035928143713,0.677725118483412,0.89410348977136,0.806949806949807,0.778364116094987,0.691275167785235,0.658767772511848,0.981206726013848,0.788359788359788,0.777777777777778,0.690376569037657,0.739130434782609,0.757225433526012,0.842778793418647,0.743243243243243,0.980619238950603,0.611428571428571,0.803370786516854,0.668016194331984,0.683453237410072,0.812987012987013,0.6,0.88993288590604,0.772020725388601,0.749174917491749,0.626865671641791,0.746666666666667,0.904656319290466,0.74061433447099,0.62962962962963,0.963025210084034,0.864042933810376,0.932322053675613,0.719424460431655,0.720720720720721,0.639810426540284,0.917888563049853,0.752650176678445,0.62962962962963,0.767441860465116,0.711026615969582,0.860377358490566,0.9119804400978,0.737931034482759,0.861852433281005,0.789473684210526,0.712177121771218,0.813636363636364,0.731884057971015,0.597883597883598,0.708920187793427
"210.A5",0.709844559585492,0.70253164556962,0.722165474974464,0.63894523326572,0.719646799116998,0.686635944700461,0.674666666666667,0.824207492795389,0.734939759036145,0.623409669211196,0.776708373435996,0.623762376237624,0.675889328063241,0.71513353115727,0.711442786069652,0.80952380952381,0.803921568627451,0.810979847116053,0.783606557377049,0.722338204592902,0.77639751552795,0.692307692307692,0.65979381443299,0.665760869565217,0.725490196078431,0.706730769230769,0.634686346863469,0.872679045092838,0.788856304985337,0.663793103448276,0.761421319796954,0.718562874251497,0.813953488372093,0.591240875912409,0.738019169329074,0,0.774193548387097,0.740518962075848,0.689149560117302,0.712403951701427,0.712941176470588,0.663865546218487,0.726027397260274,0.818181818181818,0.792,0.63265306122449,0.696969696969697,0.717948717948718,0.711069418386492,0.759358288770054,0.802298850574713,0.95407374696401,0.71356783919598,0.719056974459725,0.681614349775785,0.614840989399293,0.773809523809524,0.658291457286432,0.958402268967147,0.670796460176991,0.698030634573304,0.63849765258216,0.580246913580247,0.624765478424015,0.664850136239782,0.614906832298137,0.964237211407877,0.712707182320442,0.642725598526704,0.576036866359447,0.779141104294479,0.674825174825175,0.736694677871149,0.716738197424893,0.581151832460733,0.653061224489796,0.775700934579439,0.62217659137577,0.744719926538108,0.620833333333333,0.739130434782609,0.94480755265069,0.742627345844504,0.89272030651341,0.660215053763441,0.691931540342298,0.688442211055276,0.778512396694215,0.68936170212766,0.84406779661017,0.80327868852459,0.693333333333333,0.676429567642957,0.899328859060403,0.643605870020964,0.672330097087379,0.858156028368794,0.685589519650655,0.783094098883573,0.736501079913607,0.680851063829787,0.73
"710.G9",0.785714285714286,0.850678733031674,0.918884664131812,0.815181518151815,0.927374301675978,0.80327868852459,0.708108108108108,0.951585976627713,0.928008998875141,0.753694581280788,0.941107184923439,0.846153846153846,0.80379746835443,0.63265306122449,0.726415094339623,0.808695652173913,0.586206896551724,0.951961569255404,0.669565217391304,0.9140625,0.742424242424242,0.87434554973822,0.727272727272727,0.875457875457875,0.62874251497006,0.761061946902655,0.806818181818182,0.914893617021277,0.748344370860927,0.873517786561265,0.833333333333333,0.680555555555556,0.711711711711712,0.849162011173184,0.658536585365854,0.774193548387097,0,0.832797427652733,0.695364238410596,0.922330097087379,0.812765957446808,0.70059880239521,0.668571428571429,0.863905325443787,0.805405405405405,0.737051792828685,0.920114122681883,0.79136690647482,0.848396501457726,0.929184549356223,0.844897959183673,0.983867250518553,0.711538461538462,0.92512077294686,0.7421875,0.803191489361702,0.684931506849315,0.740384615384615,0.983667409057164,0.802666666666667,0.745318352059925,0.720338983050847,0.790540540540541,0.807580174927114,0.867647058823529,0.781569965870307,0.985808893093661,0.686046511627907,0.875354107648725,0.745901639344262,0.647058823529412,0.848167539267016,0.748502994011976,0.935309973045822,0.843342036553525,0.813333333333333,0.679389312977099,0.784511784511784,0.919911012235818,0.779310344827586,0.727272727272727,0.96798652064027,0.924460431654676,0.929742388758782,0.789090909090909,0.71689497716895,0.759615384615385,0.943137254901961,0.8,0.657142857142857,0.832214765100671,0.776923076923077,0.874762808349146,0.891625615763547,0.777003484320557,0.917981072555205,0.826086956521739,0.776119402985075,0.862700228832952,0.794871794871795,0.720430107526882,0.780952380952381
"815.F11",0.720930232558139,0.684044233807267,0.773469387755102,0.57085020242915,0.77728776185226,0.618390804597701,0.776595744680851,0.906407487401008,0.842592592592593,0.725888324873096,0.878846153846154,0.637561779242175,0.605522682445759,0.662721893491124,0.732009925558313,0.795724465558195,0.804560260586319,0.834722222222222,0.830065359477124,0.847758081334724,0.826625386996904,0.780104712041885,0.681233933161954,0.763907734056988,0.715083798882682,0.678657074340528,0.705340699815838,0.901986754966887,0.783625730994152,0.75896700143472,0.691139240506329,0.767164179104478,0.827814569536424,0.610200364298725,0.751592356687898,0.740518962075848,0.832797427652733,0,0.690058479532164,0.835526315789474,0.68075117370892,0.687150837988827,0.677595628415301,0.826086956521739,0.723404255319149,0.683257918552036,0.829596412556054,0.667377398720682,0.588014981273408,0.791629563668744,0.839449541284404,0.961147902869757,0.714285714285714,0.82531894013739,0.798657718120805,0.753086419753086,0.750741839762611,0.659147869674185,0.970226843100189,0.685512367491166,0.746724890829694,0.695550351288056,0.691991786447639,0.588014981273408,0.722448979591837,0.710743801652893,0.970581579542883,0.752066115702479,0.772058823529412,0.627586206896552,0.779816513761468,0.787085514834206,0.748603351955307,0.804930332261522,0.64808362369338,0.596741344195519,0.807453416149068,0.64344262295082,0.844036697247706,0.717255717255717,0.746130030959752,0.952104499274311,0.745649263721553,0.913875598086124,0.639484978540773,0.717073170731707,0.649122807017544,0.854665565648225,0.64755838641189,0.824324324324324,0.754601226993865,0.685144124168514,0.824512534818941,0.919597989949749,0.589958158995816,0.815757575757576,0.886925795053004,0.586056644880174,0.735668789808917,0.568965517241379,0.692307692307692,0.730673316708229
"510.1",0.60352422907489,0.767441860465116,0.841463414634146,0.664670658682635,0.847389558232932,0.672727272727273,0.648148148148148,0.913751017087063,0.871739130434783,0.666666666666667,0.897727272727273,0.700223713646532,0.677233429394813,0.561797752808989,0.679012345679012,0.823754789272031,0.714285714285714,0.9,0.657534246575342,0.874843554443054,0.791411042944785,0.76271186440678,0.580786026200873,0.81629116117851,0.717171717171717,0.634241245136187,0.697127937336815,0.902521008403361,0.78021978021978,0.795158286778399,0.625531914893617,0.634285714285714,0.676056338028169,0.691516709511568,0.623376623376623,0.689149560117302,0.695364238410596,0.690058479532164,0,0.853723404255319,0.631578947368421,0.626262626262626,0.669902912621359,0.859078590785908,0.657407407407407,0.680851063829787,0.844262295081967,0.637540453074434,0.700534759358289,0.867082035306334,0.847826086956522,0.975743707093822,0.682008368200837,0.855646100116414,0.790940766550523,0.764127764127764,0.672316384180791,0.564853556485356,0.978388998035363,0.70935960591133,0.731543624161074,0.685393258426966,0.63914373088685,0.700534759358289,0.780869565217391,0.660493827160494,0.97933787274008,0.645320197044335,0.75,0.607272727272727,0.688622754491018,0.777239709443099,0.656565656565657,0.842173350582147,0.734299516908213,0.673716012084592,0.728395061728395,0.676829268292683,0.873118279569893,0.713395638629283,0.533742331288344,0.963875205254516,0.79557069846678,0.927683615819209,0.660130718954248,0.712,0.564853556485356,0.889628924833492,0.704180064308682,0.764705882352941,0.768996960486322,0.676975945017182,0.824372759856631,0.926773455377574,0.647798742138365,0.834586466165414,0.788617886178862,0.625418060200669,0.782051282051282,0.664473684210526,0.612903225806452,0.651452282157676
"730.H4",0.824341279799247,0.693192713326942,0.588489208633094,0.785398230088496,0.624905087319666,0.855621301775148,0.852417302798982,0.672040022234575,0.587919463087248,0.823383084577114,0.595862068965517,0.736479842674533,0.818974918211559,0.871657754010695,0.842558425584256,0.89410348977136,0.927475592747559,0.668108108108108,0.924581005586592,0.506208911614317,0.92087312414734,0.690742624618515,0.827284105131414,0.761115954664342,0.861979166666667,0.85006045949214,0.752360965372508,0.903862660944206,0.901595744680851,0.71996386630533,0.86832298136646,0.879194630872483,0.915730337078652,0.720542231491137,0.892265193370166,0.712403951701427,0.922330097087379,0.835526315789474,0.853723404255319,0,0.822966507177033,0.828125,0.842783505154639,0.89989350372737,0.89058524173028,0.81924882629108,0.56989247311828,0.813424345847554,0.822033898305085,0.566862361382909,0.898345153664303,0.948582995951417,0.84672435105068,0.591322603219034,0.836639439906651,0.77482088024565,0.860776439089692,0.822002472187886,0.958638517880224,0.772540983606557,0.82258064516129,0.777777777777778,0.759197324414716,0.75635593220339,0.699563318777293,0.762863534675615,0.959826050942224,0.860284605433376,0.645702306079665,0.770414201183432,0.905020352781547,0.670396744659207,0.856770833333333,0.571109456440804,0.670731707317073,0.804661487236404,0.904371584699454,0.766146993318486,0.605333333333333,0.771043771043771,0.877216916780355,0.960850111856823,0.687121866897148,0.917525773195876,0.796803652968037,0.824390243902439,0.839307787391842,0.532387415175817,0.811577752553916,0.934844192634561,0.879866518353726,0.81184668989547,0.606382978723404,0.932472691161867,0.77027027027027,0.462348178137652,0.948051948051948,0.799769850402762,0.863198458574181,0.830663615560641,0.834815756035578,0.86189889025894
"515.3",0.633440514469453,0.759425493716337,0.814159292035398,0.636363636363636,0.797833935018051,0.665738161559889,0.766666666666667,0.905559786747906,0.856573705179283,0.679245283018868,0.87551867219917,0.68361581920904,0.624129930394432,0.702290076335878,0.779816513761468,0.872463768115942,0.792207792207792,0.868035190615836,0.739130434782609,0.832389580973952,0.854251012145749,0.766599597585513,0.642172523961661,0.776096822995461,0.773049645390071,0.63049853372434,0.661670235546039,0.923416789396171,0.819548872180451,0.764895330112721,0.692789968652038,0.72972972972973,0.787610619469027,0.653276955602537,0.714285714285714,0.712941176470588,0.812765957446808,0.68075117370892,0.631578947368421,0.822966507177033,0,0.709219858156028,0.724137931034483,0.867549668874172,0.72,0.704918032786885,0.818627450980392,0.709923664122137,0.698689956331878,0.82043935052531,0.855555555555556,0.964526268522676,0.770897832817337,0.806998939554613,0.811320754716981,0.775967413441955,0.731800766283525,0.634674922600619,0.973532242540905,0.689795918367347,0.795811518324607,0.646723646723647,0.669099756690998,0.663755458515284,0.742033383915023,0.666666666666667,0.973750863458439,0.700348432055749,0.730769230769231,0.593314763231198,0.800796812749004,0.78672032193159,0.702127659574468,0.799299883313886,0.662650602409639,0.624096385542169,0.804878048780488,0.689320388349515,0.854043392504931,0.74320987654321,0.659919028340081,0.966205837173579,0.773472429210134,0.940144478844169,0.625641025641026,0.724550898203593,0.585139318885449,0.850220264317181,0.670886075949367,0.809090909090909,0.801452784503632,0.738666666666667,0.825545171339564,0.938579654510557,0.616915422885572,0.786381842456609,0.903381642512077,0.5822454308094,0.797101449275362,0.706185567010309,0.674418604651163,0.710769230769231
"225.A12",0.654320987654321,0.766871165644172,0.837320574162679,0.645714285714286,0.832241153342071,0.676975945017182,0.646551724137931,0.905220883534137,0.846153846153846,0.616,0.870535714285714,0.719222462203024,0.707988980716253,0.556701030927835,0.637065637065637,0.819494584837545,0.656441717791411,0.893518518518518,0.617283950617284,0.830674846625767,0.675977653631285,0.743589743589744,0.624489795918367,0.784148397976391,0.663551401869159,0.641025641025641,0.724310776942356,0.898527004909984,0.717171717171717,0.76130198915009,0.673306772908366,0.633507853403141,0.658227848101266,0.708641975308642,0.588235294117647,0.663865546218487,0.70059880239521,0.687150837988827,0.626262626262626,0.828125,0.709219858156028,0,0.576576576576577,0.818181818181818,0.681034482758621,0.664429530201342,0.823529411764706,0.673846153846154,0.733333333333333,0.873340143003064,0.780821917808219,0.974920200638395,0.631372549019608,0.837714285714286,0.768976897689769,0.721040189125296,0.678756476683938,0.623529411764706,0.974559686888454,0.710900473933649,0.700636942675159,0.632508833922262,0.661807580174927,0.671794871794872,0.77326565143824,0.670588235294118,0.976608187134503,0.634703196347032,0.715,0.63573883161512,0.704918032786885,0.743589743589744,0.663551401869159,0.842839036755387,0.688372093023256,0.70028818443804,0.651685393258427,0.668604651162791,0.852008456659619,0.72700296735905,0.631284916201117,0.961102106969206,0.814262023217247,0.922308546059933,0.652173913043478,0.631578947368421,0.662745098039216,0.861293345829428,0.681957186544342,0.697368421052632,0.768115942028985,0.700325732899023,0.787456445993031,0.894039735099338,0.658682634730539,0.81791483113069,0.755395683453237,0.682539682539683,0.78099173553719,0.64375,0.622317596566524,0.680933852140078
